Organisational Code,Organisation Name,Reference no,Lot title,Lot description,Company name,Registration number,SME,VCS,Contact name,Postcode,Reference no2,Lots,Title,Department,Buyer,Description,Description of the geographical coverage,Start date,End date,Awarded date,Review date,Appraisal date,Display until date,Visibility,Initial contract period (months),Total option to extend (months),Total contract period (months),Available No. of Ext.,Available extension details,Taken No. of Ext.,Taken Extension details,Estimated value,Estimated annual value,VAT not recovered,Internal ID,Primary contact,Process used,OJEU,Open to other organisations,Participating organisations,Central purchasing body,Framework type,Keywords,Categories,Public notes,Portal notes,Private notes
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487909, N/A , N/A , Stuart Chaffey t/a 24/7 Drainage Services , GB936909482 ,FALSE,  ,Redacted, BA5 2BS,DN487909,1,Drainage clearance & survey at TBYS,Growth & Regeration,Bristol City Council,Drainage clearance & survey at TBYS,,44044,44439,44029,44347,,44651,Public,11,N/A,11,,,0,,"£17,000.00",£0.00,£0.00,PR0812,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,83101500 - Water and sewer utilities,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN487954, N/A , N/A , Meaco Measurement &amp; Control , GB866601509 ,FALSE,  ,Redacted, ST5 9QF,DN487954,1,Upgrade of hardware for our Meaco environmental monitoring system,Growth & Regeration,Bristol City Council,Upgrade of hardware for our Meaco environmental monitoring system,,44032,44397,44029,44308,,44651,Public,12,N/A,12,,,0,,"£6,753.00",£0.00,£0.00,PR0814,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"43230000 - Software, 55111600 - Electronic software reference material, 81112500 - Computer software licensing rental or leasing service",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN488093, N/A , N/A , Wessex Ecological Consultancy , GB520422988 ,FALSE,  ,Redacted, BS7 8HL,DN488093,1,Preliminary Ecological Assessments & Associated Surveys for Future Housing Sites.,Growth & Regeration,Bristol City Council,Preliminary Ecological Assessments & Associated Surveys for Future Housing Sites.,,44036,44286,44032,44197,,44286,Public,8,N/A,8,,,0,,"£8,709.00",£0.00,£0.00,PR0820,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"81101800 - Chemical engineering, 81101900 - Oil and gas engineering, 81102100 - Ocean engineering, 81102300 - Aeronautical engineering",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN488131, N/A , N/A , Fairfield Farm College ,1318397,FALSE,  ,Redacted,  BA13 4DL,DN488131,1,SEND Independent Non Maintained School Placement Request Fairfield Farm College,People,Bristol City Council,SEND Independent Non Maintained School Placement Request Fairfield Farm College,,44025,44439,44025,44239,,44439,Public,12,N/A,12,,,0,,"£96,640.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,Fairfield,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN488280, N/A , N/A , Placecube Limited ,9914106,FALSE, N/A ,Redacted, RG1 4PN,DN488280,1,Liferay Website Support,Business Change,Bristol City Council,"Cloud Planning, Design & Support Consultancy Services

Liferay Platform Support Services",,44032,44397,44033,44256,,44317,Organisation,12,12,24,1,Period: 12 months | Estimated start date: 20/07/2021 | Estimated end date: 20/07/2022 | Comment: option to extend for 12 months,0,,"£90,000.00",£0.00,£0.00,PR0723,Redacted,RFQ,No,No,,Bristol City Council,N/A,,"81110000 - Computer services, 81160000 - Information Technology Service Delivery, 81111500 - Software or hardware engineering, 81161500 - Access management services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN488285, N/A , N/A , Playdale Playgrounds Limited ,525615,FALSE, N/A ,Redacted, LA12 8AE,DN488285,1,PD2020-002 Cotham Gardens open space removal of trim trail and replacement,Growth & Regeration,Bristol City Council,PD2020-002 Cotham Gardens open space removal of trim trail and replacement,,44044,44409,44033,44317,,44651,Public,12,N/A,12,,,0,,"£13,041.00",£0.00,£0.00,PR0821,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"49241500 - Playground equipment, 49241600 - Recreational equipment, 90151700 - Amusement parks",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN488416, N/A , N/A , KOMPAN ,17046230,FALSE, N/A ,Redacted, MK5 8HL,DN488416,1,Greville Smyth Swings,Growth & Regeration,Bristol City Council,Greville Smyth Swings,,44075,44440,44033,44348,,44651,Public,12,N/A,12,,,0,,"£23,116.78",£0.00,£0.00,PR0824,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,49241500 - Playground equipment,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN488499, N/A , N/A , The Architecture Centre ,290575,FALSE, N/A ,Redacted, BS1 4QA,DN488499,1,Design West,Resources,Bristol City Council,"Deliver 20 Design Review Meetings (10/year) , 8 half day strategy/ masterplan reviews for BCC, BUDF website, 1 day of design awareness training.",,44034,44651,44034,43832,,44651,Public,24,N/A,24,,,0,,"£30,000.00",£0.00,£0.00,PRF0825,Redacted,RFQ,No,No,,Bristol City Council,N/A,,"43230000 - Software, 43233600 - Electrical Equipment software",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN488642, N/A , N/A ,  Gem Security Systems Ltd , GB136722123 ,FALSE,  ,Redacted, BS4 1UN,DN488642,1,Electronic Gates,Growth & Regeration,Bristol City Council,Electronic Gates,,44044,44166,44034,44105,,44286,Public,5,N/A,5,,,0,,"£6,605.00",£0.00,£0.00,PR0828,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN488690, N/A , N/A , Dawson Steeplejacks Ltd ,3681937,FALSE, N/A ,Redacted, bs24 6rr,DN488690,1,Lightning Protection Testing,Growth & Regeration,Bristol City Council,Lightning Protection Testing,,44013,44286,44034,44197,,44286,Public,9,N/A,9,,,0,,"£20,000.00",£0.00,£0.00,PR0829,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,,,,"Note the initial contract is to test, but there is an amount allowed for associated repair work."
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN488784, N/A , N/A , Frosman Limited , GB258967047 ,FALSE,  ,Redacted, WD17 4SZ,DN488784,1,Climate Adaptation Film,Growth & Regeration,Bristol City Council,Climate Adaptation Film,,44044,44166,44035,44075,,44286,Public,5,N/A,5,,,0,,"£9,000.00",£0.00,£0.00,PR0832,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,82131600 - Photographers and cinematographers,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN488969, N/A , N/A , KOMPAN Ltd ,1704623,FALSE, N/A ,Redacted, MK5 8HL,DN488969,1,Perrets Park - CPG - P15142-1013 new junior unit and spinner,Growth & Regeration,Bristol City Council,Perrets Park - CPG - P15142-1013 new junior unit and spinner,,44044,44409,44036,44317,,44651,Public,12,N/A,12,,,0,,"£22,123.75",£0.00,£0.00,PR0833,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"49241500 - Playground equipment, 49241600 - Recreational equipment, 90151700 - Amusement parks",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN489251, N/A , N/A , Youth Education Service , x ,FALSE,  ,Redacted, BS2 0BH,DN489251,1,Community Learning Grant,People,Bristol City Council,Community Learning Grant,,44044,44408,44039,43921,,44651,Public,12,N/A,12,,,0,,"£12,000.00",£0.00,£0.00,PR0838,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,"86110000 - Alternative educational systems, 86120000 - Educational institutions, 86130000 - Specialized educational services, 86140000 - Educational facilities, 86111800 - Educational exchanges, 86121500 - Elementary and secondary schools",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN489257, N/A , N/A , Centre for Capacity Building &amp; Enterprise Development ,8860762,FALSE, N/A ,Redacted, BS2 8XJ,DN489257,1,Community Learning Grant,People,Bristol City Council,Community Learning Grant,,44044,44408,44039,44286,,44651,Public,12,N/A,12,,,0,,"£11,000.00",£0.00,£0.00,PR0839,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,"86110000 - Alternative educational systems, 86120000 - Educational institutions, 86130000 - Specialized educational services, 86140000 - Educational facilities, 86111800 - Educational exchanges, 86121500 - Elementary and secondary schools",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN489267, N/A , N/A , Consultancy Management and Training Services Ltd ,3923139,FALSE,  ,Redacted, PL25 5PQ,DN489267,1,Community Learning Grant,People,Bristol City Council,Community Learning Grant,,44044,44408,44039,44286,,44651,Public,12,N/A,12,,,0,,"£15,000.00",£0.00,£0.00,PR0840,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,"86110000 - Alternative educational systems, 86120000 - Educational institutions, 86130000 - Specialized educational services, 86140000 - Educational facilities, 86111800 - Educational exchanges, 86121500 - Elementary and secondary schools",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN489284, N/A , N/A , 3D Technical Design Ltd ,2683933,FALSE, N/A ,Redacted, MK42 0TY,DN489284,1,Redcliffe Network Design Duties,Growth & Regeration,Bristol City Council,"Secure a contract with the current Heat Network Designer (for Redcliffe Heat Network
Installation) for elements not foreseen at the time the original support and design contract
was written. This is because developments have come forward that need pipe entry designs and design support.

Direct award via Lot 6 - Detailed Buried District Network Civil Design of Stoke-On-Tent
Decentralised Energy Purchasing Organisation Purchasing Framework for Technical &
Professional Consultancy Support.",,44022,44561,44022,44389,,44561,Public,18,N/A,18,,,0,,"£94,476.85",£0.00,£0.00,,Redacted,Other (Direct award via Lot 6 - Detailed Buried District Network Civil Design of Stoke-On-Tent Decentralised Energy Purchasing Organisation Purchasing Framework for Technical & Professional Consultancy Support.),No,No,,Bristol City Council,N/A,,"81101500 - Civil engineering, 72000000 - Building and Construction and Maintenance Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN489289, N/A , N/A , Heat Network Associates Ltd ,10656865,FALSE, N/A ,Redacted, RH10 6PB,DN489289,1,Old Market Heat Network Contract Support,Growth & Regeration,Bristol City Council,"Support services required for the installation of the Old Market Heat Network and associated Substations and Energy Centres.

Direct award via Lot 8 - 'Buried District Network Construction Contract Management' of Stoke-On-Tent Decentralised Energy Purchasing Organisation Purchasing Framework for Technical & Professional Consultancy Support",,44027,44392,44027,44256,,44392,Public,12,N/A,12,,,0,,"£179,405.00",£0.00,£0.00,,Redacted,Other (Direct Award via Stoke DEPO Framework),No,No,,Bristol City Council,N/A,,"81101500 - Civil engineering, 72000000 - Building and Construction and Maintenance Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN489357, N/A , N/A , Rm Stephens and Co Ltd ,639558,FALSE, N/A ,Redacted, BS3 3LT,DN489357,1,St Werburghs Primary Hall Floor Replacement,Resources,Bristol City Council,St Werburghs Primary Hall Floor Replacement.,,44075,44089,44088,44085,,44286,Public,1,N/A,1,,,0,,"£21,801.00",£0.00,£0.00,PR0837,Redacted,Other (Contract £5-£25k.),No,No,,Bristol City Council,N/A,,"73180000 - Machining and processing services, 72140000 - Heavy construction services, 73181900 - Welding and brazing and soldering services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN489497, N/A , N/A , Aurora Hedgeway School ,9804089,FALSE,  ,Redacted, BS35 4JN,DN489497,1,Multiple SEND Independent Non Maintained School Placement Request (Aurora Hedgeway /Belgrave ),People,Bristol City Council,Multiple SEND Independent Non Maintained School Placement Request (Aurora Hedgeway /Belgrave ),,44075,45535,44040,45135,,45535,Public,48,N/A,48,,,0,,"£414,634.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,"Aurora, Belgrave","93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN489497, N/A , N/A , Belgrave School ,2963429,FALSE,  ,Redacted, BS8 2XH,DN489497,1,Multiple SEND Independent Non Maintained School Placement Request (Aurora Hedgeway /Belgrave ),People,Bristol City Council,Multiple SEND Independent Non Maintained School Placement Request (Aurora Hedgeway /Belgrave ),,44075,45535,44040,45135,,45535,Public,48,N/A,48,,,0,,"£414,634.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,"Aurora, Belgrave","93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN489576, N/A , N/A , VuCity Ltd ,9903428,FALSE,  ,Redacted, SG18 0LD,DN489576,1,VuCity Cloud Licence,Resources,Bristol City Council,VuCity Cloud Licence.,,44075,44439,44040,44347,,45382,Public,12,24,36,2,"Period: 12 months | Estimated start date: 01/09/2021 | Estimated end date: 31/08/2022 | Comment: Year 2, Period: 12 months | Estimated start date: 01/09/2022 | Estimated end date: 31/08/2023 | Comment: Year 3",0,,"£15,000.00","£5,000.00",£0.00,PR0841,Redacted,Other (Contract £5-£25k.),No,No,,Bristol City Council,N/A,,"43230000 - Software, 55111600 - Electronic software reference material, 81112500 - Computer software licensing rental or leasing service",,,"Price of £15,000 includes two one-year extensions, if taken.
Annual cost is £5,000."
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN489601, N/A , N/A , Smart Electronic Technologies Ltd (Energy Saving Lighting is a trading name of Smart) ,4437964,FALSE, N/A ,Redacted, SL4 4SY,DN489601,1,Bottleyard Studio M2 Lighting Replacement Project,Growth & Regeration,Bristol City Council,Bottleyard Studio M2 Lighting Replacement Project,,44040,44046,44040,44044,,44286,Public,1,N/A,1,,,0,,"£19,807.00",£0.00,£0.00,PR0846,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,"39110000 - Lighting Fixtures and Accessories, 39111800 - Lighting accessories, 39111900 - Special environment fixtures and accessories",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN489934, N/A , N/A , Gaist Limited ,6617206,FALSE, N/A ,Redacted, LA1 4WA,DN489934,1,Configuration of Confirm system for Parking Services' Maintenance Team,Growth & Regeration,Bristol City Council,Proposal for the migration of parking services to Confirm.,,44041,44286,44041,44196,,44286,Public,8,N/A,8,,,0,,"£19,500.00",£0.00,£0.00,PR0850,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,"80101500 - Business and corporate management consultation services, 81112200 - Software maintenance and support",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN490058, N/A , N/A , NPS Services(Bristol)Ltd ,8469345,FALSE, N/A ,Redacted, BS48 3BL,DN490058,1,Bathurst Basin Railing Fabrication,Resources,Bristol City Council,Security Fencing Works At Bathurst Basin Bridge Bristol,,44022,44084,44042,44053,,44286,Public,2,N/A,2,,,0,,"£9,000.00",£0.00,£0.00,PR0852,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN490143, N/A , N/A , Airey Miller Partnership LLP , OC334222 ,FALSE,  ,Redacted, TN13 1YL,DN490143,1,The Appointment of Airy Miller to carry our skills audit and review,Growth & Regeration,Bristol City Council,The Appointment of Airy Miller to carry our skills audit and review,,44044,44409,44042,43951,,44651,Public,12,N/A,12,,,0,,"£16,425.00",£0.00,£0.00,PR0855,Redacted,Other (Contract £5-£25k),No,No,,Bristol City Council,N/A,,80101500 - Business and corporate management consultation services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN490218, N/A , N/A , Agilisys Limited ,4327369,FALSE, N/A ,Redacted, W6 9DL,DN490218,1,Budget Analysis ITTP,Business Change,Bristol City Council,"Appoint a consultancy to review the finances of ICT especially ITTP. This is to review the long
term sustainability of the ICT programme being implemented",,44044,44409,44043,44348,,44408,Organisation,12,N/A,12,,,0,,"£120,000.00",£0.00,£0.00,PR0827,Redacted,Other (G- Cloud 11),No,No,,Bristol City Council,N/A,,"84130000 - Insurance and retirement services, 81120000 - Economics",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN490218, N/A , N/A , Agilisys Limited ,4327369,FALSE, N/A ,Redacted, W6 9DL,DN490218,1,Budget Analysis ITTP,Business Change,Bristol City Council,"Appoint a consultancy to review the finances of ICT especially ITTP. This is to review the long
term sustainability of the ICT programme being implemented",,44044,44409,44043,44348,,44408,Organisation,12,N/A,12,,,0,,"£120,000.00",£0.00,£0.00,PR0827,Redacted,Other (G- Cloud 11),No,No,,Bristol City Council,N/A,,"84130000 - Insurance and retirement services, 81120000 - Economics",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN490337, N/A , N/A , Edmundson Electrical Ltd ,2667012,FALSE, N/A ,Redacted, WA16 6AY,DN490337,1,Bristol Museum electrical work,Resources,Bristol City Council,Bristol Museum electrical work.,,44044,44286,44043,44196,,44286,Public,8,N/A,8,,,0,,"£11,500.00",£0.00,£0.00,PR0849,Redacted,Other (Contract £5-£25k.),No,No,,Bristol City Council,N/A,,,,,Note additional PRF to increase the value.
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN490421, N/A , N/A , TVM Cheltenham Ltd. ,5224176,FALSE, N/A ,Redacted, GL52 9QZ,DN490421,1,"Through Lift adaptation, hoist and door wedges for client for the Syrian Resettlement Team",Resources,Bristol City Council,"Through Lift adaptation, hoist and door wedges for client for the Syrian Resettlement Team.",,44063,44084,44043,44071,,44286,Public,1,N/A,1,,,0,,"£13,550.00",£0.00,£0.00,PR0853,Redacted,Other (Contract £5-£25k.),No,No,,Bristol City Council,N/A,,"93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN490602, N/A , N/A , HUBSolutions Ltd ,3406554,FALSE, N/A ,Redacted, CR0 2LX,DN490602,1,Revs and Bens Project - Procurement of MIS Reporting,Resources,Bristol City Council,Revs and Bens Project - Procurement of MIS Reporting,,44044,45138,44043,45046,,45382,Public,36,N/A,36,,,0,,"£9,000.00",£0.00,£0.00,PR0859,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,"43230000 - Software, 55111600 - Electronic software reference material, 81112500 - Computer software licensing rental or leasing service",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN490664, N/A , N/A , Softstream Solutions ,7840850,FALSE, N/A ,Redacted, SN14 6YA,DN490664,1,Software Asset Management (SAM) Service,Resources,Bristol City Council,Software Asset Management (SAM) Service,,44044,44317,44046,43862,,44650,Public,9,N/A,9,,,0,,"£20,250.00",£0.00,£0.00,PR0860,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,81111500 - Software or hardware engineering,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN490823, N/A , N/A , M Nangreave T/A Catina Design Ltd , GB154080922 ,FALSE,  ,Redacted, BS3 4EJ,DN490823,1,Party Wall service in connection with Colston Hall refurbishment,Growth & Regeration,Bristol City Council,Party Wall service in connection with Colston Hall refurbishment,,44013,44377,44012,43921,,44651,Public,12,N/A,12,,,0,,"£24,750.00",£0.00,£0.00,PR0864,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,81101500 - Civil engineering,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN491127, N/A , N/A , HB Sorption Wheel Services Ltd , GB666878563 ,FALSE,  ,Redacted, CV34 6TH,DN491127,1,Purchase of dehumidification equipment for Bristol Archives,Growth & Regeration,Bristol City Council,Purchase of dehumidification equipment for Bristol Archives,,44050,44104,44048,44074,,44286,Public,2,N/A,2,,,0,,"£14,500.00",£0.00,£0.00,PR0870,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN491429, N/A , N/A , Lanes Group Plc ,3784486,FALSE, N/A ,Redacted, LS11 5TD,DN491429,1,South Bristol Cemetery - Drainage survey and works,Growth & Regeration,Bristol City Council,South Bristol Cemetery - Drainage survey and works,,44060,44134,44049,44104,,44286,Public,3,N/A,3,,,0,,"£24,000.00",£0.00,£0.00,PR0877,Redacted,RFQ,No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN491444, N/A , N/A , Benchmark UK ,5483236,FALSE,  ,Redacted, BS21 5HS,DN491444,1,landscaping and installation of cremated remains plots at Canford,Growth & Regeration,Bristol City Council,landscaping and installation of cremated remains plots at Canford,,44053,44104,44049,44074,,44286,Public,2,N/A,2,,,0,,"£6,500.00",£0.00,£0.00,PR0878,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN491470, N/A , N/A , CBRE Ltd , N/A ,FALSE, N/A ,Redacted, W1G 0NB,DN491470,1,Outline Business Case consultancy support for Exmouth Camp,Growth & Regeration,Bristol City Council,Outline Business Case consultancy support for Exmouth Camp,,44053,44119,44049,44089,,44286,Public,2,N/A,2,,,0,,"£24,650.00",£0.00,£0.00,PR0879,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,81141900 - Manufacturing technology research and development services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN491547, N/A , N/A , Woodstock Southwest Ltd ,2762910,FALSE, N/A ,Redacted, bs2 9ld,DN491547,1,Woodstock Special School  - Stable refurbishment,Growth & Regeration,Bristol City Council,Woodstock Special School  - Stable refurbishment,,44063,44081,44049,44074,,44286,Public,1,N/A,1,,,0,,"£24,894.00",£0.00,£0.00,PR0880,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN491642, N/A , N/A , Severnside Sirens Trust Ltd ,3348008,FALSE,  ,Redacted, BS20 6AJ,DN491642,1,Contribution to Severnside Sirens Trust Ltd,Growth & Regeration,Bristol City Council,Contribution to Severnside Sirens Trust Ltd,,44050,44286,44050,44227,,44316,Public,12,N/A,12,,,0,,"£11,680.00",£0.00,£0.00,PRO866,Redacted,Other (Direct Award as this is a sole supplier of this provision.),No,No,,Bristol City Council,N/A,"Severnside, Sirens",46150000 - Law enforcement,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN492221, N/A , N/A , MD Group , X ,FALSE,  ,Redacted, BS3 2AW,DN492221,1,Adaptation Works to 1 Tormarton Crescent,Business Change,Bristol City Council,Adaptation Works to 1 Tormarton Crescent,Bristol,44053,44439,44053,44135,,44439,Public,12,N/A,12,,,0,,"£56,701.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,,"73180000 - Machining and processing services, 72140000 - Heavy construction services, 73181900 - Welding and brazing and soldering services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN492275, N/A , N/A , Sir Stephen Bubb , NR ,FALSE,  ,Redacted, SW2 5QE,DN492275,1,Review of Autism Services in Bristol,People,Bristol City Council,Review of Autism Services in Bristol,,44044,44135,44054,44074,,44286,Public,3,N/A,3,,,0,,"£9,400.00",£0.00,£0.00,PR0886,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,80121600 - Business law services,,,"This is an extension to an existing contract, total below £25k."
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN492323, N/A , N/A , Richard Latcham Ltd ,11673553,FALSE,  ,Redacted, BS1 1UE,DN492323,1,Ashton Court Car Park Planning Application,Growth & Regeration,Bristol City Council,Ashton Court Car Park Planning Application,,44027,44270,44054,44180,,44286,Public,8,N/A,8,,,0,,"£6,150.00",£0.00,£0.00,PR0889,Redacted,Other (Contract £5-25k),No,No,,Bristol City Council,N/A,,85131500 - Experimental medicine services,,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN492467, N/A , N/A , 3 Dimensions Care ,5017650,FALSE,  ,Redacted, TA20 3AJ,DN492467,1,"Multiple SEND Independent Non Maintained School Placement Requests,Hartmore Education Ltd, 3 Dimensions Care Limited, Priory Group - FARLEIGH",People,Bristol City Council,"Multiple SEND Independent Non Maintained School Placement Requests,Hartmore Education Ltd, 3 Dimensions Care Limited, Priory Group - FARLEIGH",,44075,44439,,44253,,44439,Public,12,N/A,12,,,0,,"£189,896.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,"Multiple, 3 Dimensions, Priory, Hartmore, SEND","93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN492467, N/A , N/A , Hartmore Education Ltd ,3990621,FALSE,  ,Redacted, GL19 3NY,DN492467,1,"Multiple SEND Independent Non Maintained School Placement Requests,Hartmore Education Ltd, 3 Dimensions Care Limited, Priory Group - FARLEIGH",People,Bristol City Council,"Multiple SEND Independent Non Maintained School Placement Requests,Hartmore Education Ltd, 3 Dimensions Care Limited, Priory Group - FARLEIGH",,44075,44439,,44253,,44439,Public,12,N/A,12,,,0,,"£189,896.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,"Multiple, 3 Dimensions, Priory, Hartmore, SEND","93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN492467, N/A , N/A , Priory Group ( Farleigh College) ,4433255,FALSE,  ,Redacted, W14 8UD ,DN492467,1,"Multiple SEND Independent Non Maintained School Placement Requests,Hartmore Education Ltd, 3 Dimensions Care Limited, Priory Group - FARLEIGH",People,Bristol City Council,"Multiple SEND Independent Non Maintained School Placement Requests,Hartmore Education Ltd, 3 Dimensions Care Limited, Priory Group - FARLEIGH",,44075,44439,,44253,,44439,Public,12,N/A,12,,,0,,"£189,896.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,"Multiple, 3 Dimensions, Priory, Hartmore, SEND","93140000 - Community and social services, 85000000 - Healthcare Services",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN492548, N/A , N/A , Western Power Distribution ,9223384,FALSE,  ,Redacted, BS1 5RT,DN492548,1,Western Power Distribution - Responsive Repairs - Isolation,Resources,Bristol City Council,Our agreement with Haste ended and we are now required to use Western Power for all of our isolation switches. As Western Power own the electric supply we have to use them. Under the utilities act we wish to appoint Western power for 3 years. We require a DN in order to allocate works and a PO number.,,44047,45142,44055,44957,,45142,Organisation,36,N/A,36,,,0,,"£200,000.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,,"15100000 - Fuels, 15130000 - Fuel for nuclear reactors, 83100000 - Utilities, 26130000 - Power generation, 15131500 - Nuclear fuel, 26131500 - Power plants, 40101800 - Heating equipment and parts and accessories, 72151800 - Machine installation and maintenance and repair services, 83101800 - Electric utilities",,,
http://opendatacommunities.org/id/unitary-authority/bristol,"Bristol, City of",DN492553, N/A , N/A , Aurora Hedgeway School ,9768784,FALSE,  ,Redacted, BS35 4JN,DN492553,1,"Multiple SEND Independent Non Maintained School Placement Requests Aurora Hedgeway, Sheiling School",People,Bristol City Council,"Multiple SEND Independent Non Maintained School Placement Requests Aurora Hedgeway, Sheiling School",,44075,45169,,44804,,45169,Public,36,N/A,36,,,0,,"£237,171.00",£0.00,£0.00,,Redacted,RFQ,No,No,,Bristol City Council,N/A,"SEND, Aurora, Sheiling","93140000 - Community and social services, 85000000 - Healthcare Services",,,
