"document_date","po_number","line_number","supplier_id","supplier_name","pro_class","pro_class_description","desc_goods","service","expense_area","po_value"
"2017-07-28","ZES276047","2","2927","XMA Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Services to People","Transformation Fund-Enablers","42"
"2017-07-28","ZES276047","3","2927","XMA Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Services to People","Transformation Fund-Enablers","7210.32"
"2017-07-28","ZES276047","4","2927","XMA Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Services to People","Transformation Fund-Enablers","912"
"2017-08-04","ZES276416","1","2927","XMA Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","IT Infrastructure","6350.28"
"2017-08-07","ZES276471","1","2718","Virgin Media Business","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","IT Trade (Stockport Homes)","15520.8"
"2017-08-08","ZES276642","1","5814","Prosperon Networks Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","I&C Infrastructure","18431.9"
"2017-08-16","ZES276981","1","9353","Capita IT Services t/a NTS (UK","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","I&C Schools Email & Internet","190.79"
"2017-08-16","ZES276981","2","9353","Capita IT Services t/a NTS (UK","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","I&C Schools Email & Internet","81.3"
"2017-08-16","ZES276981","3","9353","Capita IT Services t/a NTS (UK","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","I&C Schools Email & Internet","3236.21"
"2017-08-16","ZES276981","4","9353","Capita IT Services t/a NTS (UK","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","I&C Schools Email & Internet","27.1"
"2017-08-16","ZES276981","5","9353","Capita IT Services t/a NTS (UK","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","I&C Schools Email & Internet","325.2"
"2017-08-16","ZES276981","6","9353","Capita IT Services t/a NTS (UK","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","I&C Schools Email & Internet","1897.28"
"2017-08-16","ZES276981","7","9353","Capita IT Services t/a NTS (UK","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","I&C Schools Email & Internet","995"
"2017-09-05","ZES277882","1","2718","Virgin Media Business","270000","Information Communication Technology  ","Information and Communications Technology","Capital Expenditure","ICT Phone UC System","16176.7"
"2017-09-06","ZES277925","1","5740","ANS Group Plc","270000","Information Communication Technology  ","Information and Communications Technology","Corporate and Support Services","IT Infrastructure","6954.52"
"2017-07-06","ZFC274987","1","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Corporate and Support Services","SPB Operational Estate","9599.65"
"2017-07-06","ZFC275042","1","3529","Solutions SK Ltd","130000","Cleaning & Janitorial  ","Cleaning","Corporate and Support Services","SPB Operational Estate","684011"
"2017-07-17","ZFC275461","1","8832","Safe and Secure Solutions Ltd","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Services to People","School Closure Costs - Primary","19200"
"2017-07-18","ZFC275536","1","4708","The Dodd Group","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Heaton Spec. Sch Double Mobile","10000"
"2017-07-19","ZFC275561","1","4708","The Dodd Group","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Energy Capital Programme - AMP","10000"
"2017-07-19","ZFC275595","1","8842","Hill Property Services Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Heaton Spec. Sch Double Mobile","66890"
"2017-07-26","ZFC275949","1","4756","Eurolink Modular Buildings Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Oakgrove Single Mobile","189978"
"2017-07-26","ZFC275957","1","2438","J Greenwood (Builders) Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Corporate buildings - demolition of 103","21935"
"2017-07-26","ZFC275966","1","2438","J Greenwood (Builders) Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Lapwing Centre - Roof","36443"
"2017-07-27","ZFC276002","1","9543","Carillion (AMBS) Ltd","150000","Consultancy   ","Professional Fees","Capital Expenditure","Community Sports Facility and car park","25652.4"
"2017-08-03","ZFC276365","1","3529","Solutions SK Ltd","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Corporate and Support Services","SPB Operational Estate","7156.64"
"2017-08-07","ZFC276469","1","2438","J Greenwood (Builders) Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Valley Spec.Nursery remodelling","48796.6"
"2017-08-09","ZFC276735","1","3529","Solutions SK Ltd","240000","Horticultural  ","Grounds Maintenance","Corporate and Support Services","SPB - Investment Estate","45193"
"2017-08-11","ZFC276814","1","8424","RMD Contracts Limited","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Great Moor Inf Boiler","105622"
"2017-08-11","ZFC276828","1","5231","GABLES (UK) LTD","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Oakgrove Roof","179690"
"2017-08-14","ZFC276902","1","11169","MCI DEVELOPMENTS LIMITED","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Community Sports Facility and car park","49339.3"
"2017-08-22","ZFC277303","1","12224","Aspect Plumbing & Heating Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Queensgate Prim. Fan Convectors","45187.9"
"2017-08-22","ZFC277304","1","12231","Booth Hill Demolition Ltd","181000","Environmental Services Demolition & Asbestos Removal ","Capital Expenditure - Works","Capital Expenditure","Corporate buildings - demolition of 103","136381"
"2017-09-28","ZFC279167","1","4708","The Dodd Group","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Leisure Strategy - Capital Works on Centres","498410"
"2017-08-07","ZHS276488","1","12169","Procure Plus Ltd","999999","Acquisition of Land and Buildings","Capital Expenditure - Acquisitions","Capital Expenditure","St Thomas' Hospital - On Costs","80000"
"2017-07-04","ZHT274805","1","2479","JR Foy and Son Ltd","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Town Hall - Roof fabric","14380"
"2017-07-04","ZHT274820","1","4708","The Dodd Group","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Capital Works on Leisure Centres - Avondale","5427.08"
"2017-07-10","ZHT275097","1","10780","Permicoat Ltd","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Gen-Prim.Essential H&S Works","10756"
"2017-07-17","ZHT275436","1","4708","The Dodd Group","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Stopford House - water tight bund wall","36494"
"2017-07-18","ZHT275523","1","4708","The Dodd Group","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Capital Works on Leisure Centres - Hazel Grove","7936.7"
"2017-07-18","ZHT275524","1","4708","The Dodd Group","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Capital Works on Leisure Centres - Avondale","5427.08"
"2017-07-25","ZHT275834","1","2438","J Greenwood (Builders) Ltd","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Stopford House - Car Park storage areas","19524"
"2017-08-02","ZHT276304","1","1799","Stockport Homes","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Non-General Fund Items","Council House Insurance -Fire Claims","9975"
"2017-08-03","ZHT276374","1","4756","Eurolink Modular Buildings Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Highfields Pru Mobile Accommodation","52568"
"2017-08-11","ZHT276820","1","2479","JR Foy and Son Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Town Hall - Council Chamber seating and panelling","26797.5"
"2017-09-21","ZHT278778","1","2479","JR Foy and Son Ltd","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Park Buildings/Changing rooms - H&S Issues","5000"
"2017-09-21","ZHT278837","1","2479","JR Foy and Son Ltd","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Park Buildings/Changing rooms - H&S Issues","5000"
"2017-09-21","ZHT278838","1","2479","JR Foy and Son Ltd","390000","Works - Construction, Repair & Maintenance  ","Repairs and Maintenance","Capital Expenditure","Park Buildings/Changing rooms - H&S Issues","5000"
"2017-09-27","ZHT279063","1","2438","J Greenwood (Builders) Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Libraries - refurbishment","5642"
"2017-09-28","ZHT279187","1","2438","J Greenwood (Builders) Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Marple Council Offices - perimeter windows/brickwo","21993"
"2017-07-10","ZSA275154","1","1339","Stockport NHS Foundation Trust","310000","Healthcare  ","Third party payments - Public Sector","Services to People","PH-Programme Management","4326300"
"2017-07-12","ZSA275258","1","9500","Pinnacle Health Partnership","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","PH-Intelligence","6213"
"2017-07-17","ZSA275476","1","1382","Pure Innovations Ltd","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","Pure Innovations","102000"
"2017-07-27","ZSA275998","1","1339","Stockport NHS Foundation Trust","130000","Cleaning & Janitorial  ","Cleaning","Services to People","Millview Westbury Drive","18000"
"2017-07-28","ZSA276061","1","11176","Docobo Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Services to People","Transformation Fund-Enablers","840"
"2017-07-28","ZSA276061","2","11176","Docobo Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Services to People","Transformation Fund-Enablers","4302"
"2017-07-28","ZSA276061","3","11176","Docobo Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Services to People","Transformation Fund-Enablers","96"
"2017-07-28","ZSA276061","4","11176","Docobo Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Services to People","Transformation Fund-Enablers","180"
"2017-07-28","ZSA276061","5","11176","Docobo Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Services to People","Transformation Fund-Enablers","84"
"2017-07-28","ZSA276061","6","11176","Docobo Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Services to People","Transformation Fund-Enablers","2000"
"2017-07-28","ZSA276061","7","11176","Docobo Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Services to People","Transformation Fund-Enablers","3200"
"2017-07-28","ZSA276062","1","2927","XMA Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Services to People","Transformation Fund-Enablers","164.52"
"2017-07-28","ZSA276062","2","2927","XMA Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Services to People","Transformation Fund-Enablers","5111.28"
"2017-07-28","ZSA276062","3","2927","XMA Ltd","270000","Information Communication Technology  ","Information and Communications Technology","Services to People","Transformation Fund-Enablers","77.76"
"2017-07-31","ZSA276179","1","1339","Stockport NHS Foundation Trust","999999","Fees and Charges","Fees and Charges","Services to People","Transformation Fund-Provider","298615"
"2017-07-31","ZSA276180","1","1117","OLM Systems Ltd","150000","Consultancy   ","Professional Fees","Services to People","Info S&P Special Projects","10000"
"2017-07-31","ZSA276181","1","9715","NHS Stockport CCG","999999","Fees and Charges","Fees and Charges","Services to People","Proactive Care","120820"
"2017-08-03","ZSA276343","1","11362","Gill Frame","999999","Fees and Charges","Fees and Charges","Services to People","Safeguarding Adults","9000"
"2017-08-03","ZSA276344","1","658","Disability Stockport","320000","Social Community Care Supplies & Services  ","Third party payments - Private/Voluntary Sector","Services to People","Modernisation","45000"
"2017-08-07","ZSA276476","1","2209","FR Monkhouse Ltd","140000","Clothing  ","Clothing Uniforms and Laundry","Services to People","Social Fund - Programme","25000"
"2017-08-11","ZSA276874","1","8932","Alvanley Family Practice","150000","Consultancy   ","Professional Fees","Services to People","Transformation Fund-Provider","55510"
"2017-08-14","ZSA276901","1","1583","Tunstall Healthcare (UK) Ltd","210000","Furniture & Soft Furnishings  ","Furniture and Equipment","Capital Expenditure","Telecare Equipment","2560"
"2017-08-14","ZSA276901","2","1583","Tunstall Healthcare (UK) Ltd","210000","Furniture & Soft Furnishings  ","Furniture and Equipment","Capital Expenditure","Telecare Equipment","816"
"2017-08-14","ZSA276901","3","1583","Tunstall Healthcare (UK) Ltd","210000","Furniture & Soft Furnishings  ","Furniture and Equipment","Capital Expenditure","Telecare Equipment","2200"
"2017-08-18","ZSA277128","1","9715","NHS Stockport CCG","150000","Consultancy   ","Professional Fees","Services to People","Info S&P Special Projects","20000"
"2017-08-18","ZSA277140","1","11392","Carey Bamber Associates Ltd","150000","Consultancy   ","Professional Fees","Services to People","Co-Production Project - Nesta","19000"
"2017-08-29","ZSA277536","1","9715","NHS Stockport CCG","260000","Human Resources  ","Other Payments","Services to People","Transformation Fund-Intermediate Tier","379564"
"2017-08-29","ZSA277537","1","10105","Mastercall Healthcare","390000","Supplies and services","Supplies and services","Services to People","Transformation Fund-Intermediate Tier","166074"
"2017-09-01","ZSA277675","1","287","Pavilion Publishing and Media","270000","Information Communication Technology  ","Information and Communications Technology","Services to People","Information Management","12500"
"2017-09-05","ZSA277898","1","4369","Pennine Care NHS Trust","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","Community Mental Health Team","20368"
"2017-09-07","ZSA278082","1","4369","Pennine Care NHS Trust","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","Mental Health Access Team","28752"
"2017-09-07","ZSA278083","1","4369","Pennine Care NHS Trust","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","Community Mental Health Team","8898"
"2017-09-07","ZSA278084","1","4369","Pennine Care NHS Trust","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","OP Mental Health Community Liaison Service","180000"
"2017-09-07","ZSA278085","1","4369","Pennine Care NHS Trust","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","Mental Health Access Team","39704"
"2017-09-07","ZSA278086","1","4369","Pennine Care NHS Trust","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","Mental Health Team Managers","53520"
"2017-09-07","ZSA278087","1","4369","Pennine Care NHS Trust","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","Community Mental Health Team","29908"
"2017-09-07","ZSA278088","1","4369","Pennine Care NHS Trust","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","Criminal Justice Mental Health Team","20764"
"2017-09-07","ZSA278089","1","4369","Pennine Care NHS Trust","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","Community Mental Health Team","27000"
"2017-09-07","ZSA278090","1","4369","Pennine Care NHS Trust","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","Mental Health Recovery","24104"
"2017-09-08","ZSA278142","1","4369","Pennine Care NHS Trust","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","Community Mental Health Team 2","12050.3"
"2017-09-08","ZSA278143","1","4369","Pennine Care NHS Trust","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","Mental Health Supported Living team","7000"
"2017-09-08","ZSA278144","1","4369","Pennine Care NHS Trust","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","Mental Health Supported Living team","11596"
"2017-09-08","ZSA278146","1","4369","Pennine Care NHS Trust","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","Administration","19908"
"2017-09-11","ZSA278192","1","4369","Pennine Care NHS Trust","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","Mental Health Recovery","15036"
"2017-09-11","ZSA278215","1","4369","Pennine Care NHS Trust","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","Recovery & Inclusion","9120"
"2017-09-11","ZSA278216","1","4369","Pennine Care NHS Trust","261400","Human Resources Temporary & Agency Staff ","Agency Staff","Services to People","Recovery & Inclusion","19240"
"2017-09-12","ZSA278288","1","1339","Stockport NHS Foundation Trust","260000","Human Resources  ","Other Payments","Services to People","Transformation Fund-Intermediate Tier","46135.1"
"2017-09-15","ZSA278486","1","4369","Pennine Care NHS Trust","260000","Human Resources  ","Other Payments","Services to People","Transformation Fund-Enablers","32723"
"2017-09-21","ZSA278781","1","7030","MANCHESTER CITY COUNCIL SHARED","390000","Supplies and services","Supplies and services","Services to People","PH-Programme Management","5158.36"
"2017-09-29","ZSA279266","1","1583","Tunstall Healthcare (UK) Ltd","210000","Furniture & Soft Furnishings  ","Furniture and Equipment","Capital Expenditure","Telecare Equipment","6400"
"2017-07-03","ZSB274735","1","3529","Solutions SK Ltd","111200","Catering Food & Beverages ","Catering Supplies","Services to People","Highfields Inclusion Partnership","5035.72"
"2017-08-30","ZTX277563","1","8842","Hill Property Services Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Lisburne Spec. Sch. At Hollywood Park","44890"
"2017-09-19","ZTX278660","1","8842","Hill Property Services Ltd","390000","Works - Construction, Repair & Maintenance  ","Capital Expenditure - Works","Capital Expenditure","Hursthead Inf Outbuilding Demolition","16790"
"2017-07-05","ZVP274899","1","10007","KPMG LLP ADVISORY","150000","Consultancy   ","Professional Fees","Capital Expenditure","SHL DC CC1","1925"
"2017-07-05","ZVP274899","2","10007","KPMG LLP ADVISORY","150000","Consultancy   ","Professional Fees","Capital Expenditure","SHL DC CC1","3510"
"2017-07-13","ZVP275234-001","1","8323","Wilkinson Cowan Partnership Lt","390000","Supplies and services","Supplies and services","Capital Expenditure","SHL DC CC1","24245.3"
"2017-09-13","ZVP278245-001","1","8323","Wilkinson Cowan Partnership Lt","390000","Supplies and services","Supplies and services","Capital Expenditure","SHL DC CC1","14668.1"
"2017-07-04","ZZC274813","1","9715","NHS Stockport CCG","310000","Healthcare  ","Third party payments - Public Sector","Services to People","Perip-Classroom Assistant - Learning Dif","22820"
"2017-07-05","ZZC274890","1","7030","MANCHESTER CITY COUNCIL SHARED","999999","Third party payments - Public Sector","Third party payments - Public Sector","Services to People","GUM Services","187980"
"2017-07-05","ZZC274908","1","1339","Stockport NHS Foundation Trust","310000","Healthcare  ","Third party payments - Public Sector","Services to People","DP - CEAS","67300"
"2017-07-06","ZZC274986","1","10572","Cranage Hall","150000","Consultancy   ","Professional Fees","Services to People","SI - Advisers","10269"
"2017-07-12","ZZC275257","1","1104","Age UK Stockport","390000","Supplies and services","Supplies and services","Services to People","Transformation Fund-Healthy Communities","247131"
"2017-07-13","ZZC275316","1","628","Life Leisure","999999","Social Community Care Supplies & Services  ","Service Contract Payments","Services to People","PH-Lifestyles","177403"
"2017-07-13","ZZC275335","1","10339","The Proud Trust","999999","Fees and Charges","Fees and Charges","Services to People","HIV Services","9045"
"2017-07-17","ZZC275471","1","11820","NHS BUSINESS SERVICES AUTHORIT","999999","Fees and Charges","Fees and Charges","Services to People","PH-Drug and Alcohol","325000"
"2017-07-19","ZZC275638","1","2104","Central Manchester University","390000","Supplies and services","Supplies and services","Services to People","Chlamydia Screening","72434"
"2017-07-20","ZZC275663","1","12106","KMS Media","190000","Facilities & Management Services  ","Office Expenses","Services to People","RAA Adoption Count","49058.4"
"2017-07-20","ZZC275664","1","11190","Social Care Network Solutions","270000","Information Communication Technology  ","Information and Communications Technology","Services to People","FP – Regional Adoption Agency","36600"
"2017-07-20","ZZC275682","1","11899","S M JOSEPH - Tutor","261500","Human Resources Training & Conferences ","Fees and Charges","Services to People","VST - Pupil Premium Grant","5000"
"2017-07-20","ZZC275718","1","1339","Stockport NHS Foundation Trust","310000","Healthcare  ","Third party payments - Public Sector","Services to People","PTG Troubled Families","6484.92"
"2017-07-25","ZZC275876","1","12120","PULSE","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","25200"
"2017-07-26","ZZC275967","1","12133","CoppaFeel","340000","Stationery    ","Office Expenses","Services to People","Brinnington (HI)","15000"
"2017-08-01","ZZC276218","1","3704","Belle Vue (Manchester) Ltd","381600","Vehicle Management Hire/Leasing ","Leasing /Transport Hire","Services to People","SI -Music Service","8140"
"2017-08-08","ZZC276506","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","6980"
"2017-08-08","ZZC276507","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","20280"
"2017-08-08","ZZC276509","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","45210"
"2017-08-08","ZZC276510","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","27690"
"2017-08-08","ZZC276511","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","7450"
"2017-08-08","ZZC276513","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","35470"
"2017-08-08","ZZC276514","1","12139","Fairfield Care Lltd","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","5450"
"2017-08-08","ZZC276515","1","12138","HG CARE SERVICES LTD","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","18950"
"2017-08-08","ZZC276516","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","15140"
"2017-08-08","ZZC276517","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","11650"
"2017-08-08","ZZC276518","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","13450"
"2017-08-08","ZZC276519","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","11240"
"2017-08-08","ZZC276522","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","14310"
"2017-08-08","ZZC276523","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","15480"
"2017-08-08","ZZC276524","1","12139","Fairfield Care Lltd","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","17150"
"2017-08-08","ZZC276526","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","39530"
"2017-08-08","ZZC276527","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","28780"
"2017-08-08","ZZC276528","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","33170"
"2017-08-08","ZZC276529","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","31840"
"2017-08-08","ZZC276530","1","1816","Seashell Trust","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","8880"
"2017-08-08","ZZC276531","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","8110"
"2017-08-08","ZZC276532","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","14270"
"2017-08-08","ZZC276533","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","8140"
"2017-08-08","ZZC276534","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","8140"
"2017-08-08","ZZC276535","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","17310"
"2017-08-08","ZZC276536","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","8200"
"2017-08-08","ZZC276537","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","12150"
"2017-08-08","ZZC276538","1","12143","Sea Recruitment Services ISF","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","7350"
"2017-08-08","ZZC276540","1","12140","Birtenshaw","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","6150"
"2017-08-08","ZZC276541","1","12138","HG CARE SERVICES LTD","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","26550"
"2017-08-08","ZZC276543","1","12161","GS Social Care Solutions Ltd","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","5097.6"
"2017-08-08","ZZC276545","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","12820"
"2017-08-08","ZZC276546","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","14230"
"2017-08-08","ZZC276547","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","32100"
"2017-08-08","ZZC276548","1","1722","The Together Trust Centre","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","7360"
"2017-08-08","ZZC276564","1","3284","Stockport Cerebral Palsy","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","7910"
"2017-08-08","ZZC276567","1","3284","Stockport Cerebral Palsy","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","9330"
"2017-08-08","ZZC276570","1","3284","Stockport Cerebral Palsy","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","7200"
"2017-08-08","ZZC276577","1","3284","Stockport Cerebral Palsy","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","7820"
"2017-08-08","ZZC276581","1","3284","Stockport Cerebral Palsy","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","5960"
"2017-08-08","ZZC276599","1","3284","Stockport Cerebral Palsy","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","5170"
"2017-08-08","ZZC276600","1","3284","Stockport Cerebral Palsy","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","5140"
"2017-08-08","ZZC276613","1","657","Independent Options (North Wes","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","7600"
"2017-08-08","ZZC276616","1","657","Independent Options (North Wes","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","5900"
"2017-08-09","ZZC276715","1","11500","Bespoke Language and Learning","150000","Consultancy   ","Professional Fees","Services to People","Ethnic Diversity Service","25000"
"2017-08-10","ZZC276753","1","3529","Solutions SK Ltd","230000","Highway Equipment & Materials    ","Highways Maintenance","Services to People","PE & Maintenance of Former School Playing Fields","11148.8"
"2017-08-10","ZZC276779","1","5224","After Adoption","320000","Social Community Care Supplies & Services  ","Third party payments - Private/Voluntary Sector","Services to People","RAA Adoption Count","47836.6"
"2017-08-15","ZZC276923","1","10105","Mastercall Healthcare","390000","Supplies and services","Supplies and services","Services to People","PH-Communities","52500"
"2017-08-23","ZZC277383","1","12226","MedGen","320000","Social Community Care Supplies & Services  ","Care Payments","Services to People","DP - Respite","5630"
"2017-08-24","ZZC277455","1","12237","CGL (Change, Grow, Live)","999999","Social Community Care Supplies & Services  ","Service Contract Payments","Services to People","PH-Drug and Alcohol","399892"
"2017-08-24","ZZC277456","1","12237","CGL (Change, Grow, Live)","310000","Healthcare  ","Third party payments - Public Sector","Services to People","PH-Drug and Alcohol","54946.7"
