Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,"Description of Goods 
(Purpose of expenditure look up)","Service/Department 
(SAP Hierarchy Position)","Expense Area 
(cost centre desc)","Net Order Value Over £5000.00 
(line item value shown here)",GL Code,Cost Centre/WBS
02/05/2017,ZZP272061,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Capital Expenditure,B7 Barlow Fold Culvert Inv. Phase 1,"7,500.00",401600,C.01092.203
02/05/2017,ZZP272063,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"120,690.00",401007,11965
02/05/2017,ZZP272065,1,1273,United Utilities,390000,Supplies and services,Supplies and services,Capital Expenditure,Main Contractor DD - On Site,"53,397.48",401600,C.00880.203
02/05/2017,ZZP272083,1,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"24,791.15",202032,11267
03/05/2017,ZZP272157,1,2438,J Greenwood (Builders) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Leisure Emergency PECOS Code,"22,923.00",200123,C.00401
05/05/2017,ZZP272253,1,9315,Carillion Morgan Sindall JV,150000,Consultancy   ,Professional Fees,Capital Expenditure,Markets and Underbanks,"7,298.50",401007,C.10904
05/05/2017,ZZP272254,1,9543,Carillion (AMBS) Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,Markets and Underbanks,"7,298.50",401007,C.10904
05/05/2017,ZZP272273,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,Gorsey Bank,"5,811.00",401007,C.10905
06/05/2017,ZZP272306,1,757,Transport for Greater Manchest,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Carriageways - On Site,"9,700.00",200304,C.00710.203
08/05/2017,ZZP272319,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Services to Place,Landscape Dev-Werneth Ward Open Spaces,"14,000.00",401600,11280
08/05/2017,ZZP272332,1,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,STCAP 902 Penny Lane - Town Centre Links - On Site,"11,273.34",200304,C.00998.203
08/05/2017,ZZP272342,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,Capital Expenditure,STCAP 402 Knightsbridge and Great Portwood St - Fe,"8,310.00",401007,C.00987.201
08/05/2017,ZZP272365,1,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"7,030.63",202032,11267
08/05/2017,ZZP272368,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP 502 M60 Junction 1 Improvements - Feasibilit,"5,026.43",401600,C.00988.201
08/05/2017,ZZP272369,1,2025,BT Plc,230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,STCAP 502 M60 Junction 1 Improvements - On Site,"81,767.99",202055,C.00988.203
08/05/2017,ZZP272370,1,5464,ELECTRICITY NORTH WEST LIMITED,230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,STCAP 502 M60 Junction 1 Improvements - On Site,"10,986.82",202055,C.00988.203
09/05/2017,ZZP272415,1,757,Transport for Greater Manchest,150000,Consultancy   ,Professional Fees,Capital Expenditure,STCAP 05 Phase 2 Project Management,"51,185.52",401007,C.01062
09/05/2017,ZZP272416,1,757,Transport for Greater Manchest,150000,Consultancy   ,Professional Fees,Capital Expenditure,STCAP 05 Phase 2 Project Management,"51,185.52",401007,C.01062
09/05/2017,ZZP272431,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Capital Expenditure,Highway Drainage Investment Programme - On Site,"9,400.00",401600,C.01022.203
12/05/2017,ZZP272622,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,004 A6 Viaduct Waterproofing - On Site,"6,521.28",401600,C.01152.203
12/05/2017,ZZP272630,1,7820,Greater Manchester GMUTC,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Carriageways - On Site,"2,742.41",200304,C.00710.203
12/05/2017,ZZP272630,2,7820,Greater Manchester GMUTC,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Carriageways - On Site,"2,737.25",200304,C.00710.203
12/05/2017,ZZP272630,3,7820,Greater Manchester GMUTC,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Carriageways - On Site,"2,241.04",200304,C.00710.203
12/05/2017,ZZP272630,4,7820,Greater Manchester GMUTC,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Carriageways - On Site,"3,190.28",200304,C.00710.203
12/05/2017,ZZP272630,5,7820,Greater Manchester GMUTC,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Carriageways - On Site,"4,214.32",200304,C.00710.203
12/05/2017,ZZP272630,6,7820,Greater Manchester GMUTC,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Carriageways - On Site,"1,324.44",200304,C.00710.203
12/05/2017,ZZP272630,7,7820,Greater Manchester GMUTC,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Carriageways - On Site,"4,897.68",200304,C.00710.203
12/05/2017,ZZP272630,8,7820,Greater Manchester GMUTC,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Carriageways - On Site,"1,087.69",200304,C.00710.203
12/05/2017,ZZP272631,1,757,Transport for Greater Manchest,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Carriageways - On Site,"8,500.00",200304,C.00710.203
12/05/2017,ZZP272662,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,Main Contractor DD - On Site,"64,860.00",401020,C.00880.203
12/05/2017,ZZP272666,1,5292,NPOWER (Electricity),370000,Utilities   ,Utilities,Services to Place,Street Lighting Energy,"1,850,000.00",200514,12031
16/05/2017,ZZP272722,1,6116,Atkins Limited,390000,Supplies and services,Supplies and services,Capital Expenditure,SEMMMS Prep Costs - Feasibility,"10,084.00",401600,C.00718.201
18/05/2017,ZZP272781,1,10615,Mosaic Hospitality Limited,111200,Catering Food & Beverages ,Catering Supplies,Corporate and Support Services,Weddings & Functions,"10,000.00",400422,11375
18/05/2017,ZZP272803,1,5214,WSP GROUP PLC,150000,Consultancy   ,Professional Fees,Capital Expenditure,STCAP 703 Wellington Road South (Greek St to Excha,"20,500.00",401007,C.00994.201
18/05/2017,ZZP272805,1,1781,Animal Wardens,180010,Environmental Services Animal Services ,Animal Welfare,Services to Place,Dog Warden Service,"30,000.00",401206,10902
19/05/2017,ZZP272851,1,5915,Atkins Global,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Highway Design Team,"16,120.00",401007,11972
19/05/2017,ZZP272853,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Blue Wheelie Bins,"6,590.50",400401,10862
19/05/2017,ZZP272853,2,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Blue Wheelie Bins,"6,590.50",400401,10862
19/05/2017,ZZP272854,1,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"29,892.36",202032,11267
19/05/2017,ZZP272855,1,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Policy-Rights Of Way,"1,320.00",202030,10088
19/05/2017,ZZP272855,2,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Fvr A PROW Footpaths,"36,382.72",200304,C.01142
19/05/2017,ZZP272868,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Capital Expenditure,Highway Drainage Investment Programme - Feasibilit,"5,000.00",401600,C.01022.201
19/05/2017,ZZP272899,1,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Services to Place,CTV Management & Support,"11,512.53",200304,11386
19/05/2017,ZZP272916,1,5915,Atkins Global,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"27,032.00",401007,11965
22/05/2017,ZZP272932,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Berevement Services,"7,000.00",401007,11285
22/05/2017,ZZP272963,1,757,Transport for Greater Manchest,230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,004 A6 Viaduct Waterproofing - Feasibility,"5,650.00",202054,C.01152.201
23/05/2017,ZZP272987,1,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"6,326.00",201205,C.10897
23/05/2017,ZZP272987,2,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"2,388.00",201205,C.10897
23/05/2017,ZZP272987,3,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"1,100.00",201205,C.10897
23/05/2017,ZZP272987,4,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"15,998.00",201205,C.10897
23/05/2017,ZZP272987,5,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"1,580.00",201205,C.10897
23/05/2017,ZZP272987,6,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,90,201205,C.10897
23/05/2017,ZZP272987,7,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"2,640.00",201205,C.10897
23/05/2017,ZZP272987,8,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"3,940.50",201205,C.10897
23/05/2017,ZZP272987,9,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,960,201205,C.10897
23/05/2017,ZZP272988,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,STCAP 303 King St West (Gradwell Street to R. Mers,"27,921.75",401007,C.00983.201
23/05/2017,ZZP272989,1,11107,dv A W Law Limited t/a Alexan,280000,Legal Services  ,Legal Fees,Corporate and Support Services,Income Recovery,"21,833.06",401008,12431
23/05/2017,ZZP273035,1,10855,NEPRO Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,ICT- General,"105,263.16",402004,11073
23/05/2017,ZZP273057,1,2718,Virgin Media Business,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C Trade (Stockport Homes),"103,636.49",402001,12106
24/05/2017,ZZP273061,1,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Capital Expenditure,Pothole Repair Fund 2017/18 - Greenspace,"7,576.60",202032,C.01167.203
24/05/2017,ZZP273062,1,11109,Cleveland Land Services (Guisb,240000,Horticultural  ,Grounds Maintenance,Services to Place,Environment Administration Support,"101,650.97",202030,10922
24/05/2017,ZZP273063,1,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Capital Expenditure,Pothole Repair Fund 2017/18 - Greenspace,"15,852.48",202032,C.01167.203
24/05/2017,ZZP273065,1,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Capital Expenditure,Pothole Repair Fund 2017/18 - Greenspace,"7,030.63",202032,C.01167.203
24/05/2017,ZZP273084,1,5915,Atkins Global,150000,Consultancy   ,Professional Fees,Capital Expenditure,"STCAP 02 Phase 2 - Project Dev, Mangmt & Mon - Fea","9,318.00",401007,C.01013.201
24/05/2017,ZZP273095,1,3529,Solutions SK Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Policy-Rights Of Way,"1,320.00",202030,10088
24/05/2017,ZZP273095,2,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Fvr A PROW Footpaths - On Site,"36,382.72",200304,C.01142.203
25/05/2017,ZZP273129,1,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Highway Drainage Investment Programme - On Site,"7,400.00",200304,C.01022.203
25/05/2017,ZZP273137,1,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Highway Drainage Routine Repair - On Site,"6,100.00",200304,C.01023.203
25/05/2017,ZZP273184,1,9543,Carillion (AMBS) Ltd,150000,Consultancy   ,Professional Fees,Corporate and Support Services,GMCA Land & Property,"100,000.00",401020,12933
25/05/2017,ZZP273185,1,10611,Wates Construction Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Bridgefield Development - General Costs,"4,284,977.00",200304,C.10897
26/05/2017,ZZP273206,1,9684,GM Business Support Ltd,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Economic Development,"5,000.00",401801,10103
26/05/2017,ZZP273239,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"67,940.00",401020,11965
30/05/2017,ZZP273307,1,4272,Civica UK Ltd,390000,Supplies and services,Supplies and services,Corporate and Support Services,Bentax,"25,000.00",401600,11139
30/05/2017,ZZP273308,1,4272,Civica UK Ltd,390000,Supplies and services,Supplies and services,Corporate and Support Services,Bentax,"58,791.00",401600,11139
30/05/2017,ZZP273312,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Head of Engineering Consultancy Services,"34,720.00",401020,11965
31/05/2017,ZZP273330,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Head of Engineering Consultancy Services,"20,700.00",401020,11965
31/05/2017,ZZP273343,1,8010,GROUNDWORK & LEISURE SERVIC,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"34,600.00",202032,11267
31/05/2017,ZZP273345,1,8010,GROUNDWORK & LEISURE SERVIC,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"59,995.95",202032,11267
31/05/2017,ZZP273346,1,8010,GROUNDWORK & LEISURE SERVIC,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"13,815.90",202032,11267
31/05/2017,ZZP273348,1,8010,GROUNDWORK & LEISURE SERVIC,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"24,350.59",202032,11267
31/05/2017,ZZP273355,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,004 A6 Viaduct Waterproofing - On Site,"149,602.03",401600,C.01152.203
31/05/2017,ZZP273356,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Network Assets Staff,"24,960.00",401007,11959
31/05/2017,ZZP273357,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Network Assets Staff,"21,576.02",401007,11959
31/05/2017,ZZP273358,1,6116,Atkins Limited,150000,Consultancy   ,Professional Fees,Services to Place,Network Assets Staff,"36,618.00",401007,11959
31/05/2017,ZZP273359,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,Services to Place,Investing in Growth,"15,878.00",401007,10091
01/06/2017,ZZP273378,1,3529,Solutions SK Ltd,390000,Supplies and services,Supplies and services,Services to Place,Landscape Dev-Werneth Ward Open Spaces,"8,565.49",401600,11280
01/06/2017,ZZP273406,1,11109,Cleveland Land Services (Guisb,240000,Horticultural  ,Grounds Maintenance,Capital Expenditure,Bellway Homes - Pitch Improvements North Reddish P,"101,650.97",202030,C.10922.001
01/06/2017,ZZP273407,1,3529,Solutions SK Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,Parlimentary & Other Election,"20,000.00",400110,12103
01/06/2017,ZZP273408,1,3529,Solutions SK Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,Parlimentary & Other Election,"20,000.00",400110,12103
01/06/2017,ZZP273411,1,9567,Frontline Data ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Traded Services,"15,435.00",402001,11735
02/06/2017,ZZP273443,1,7820,Greater Manchester Combined,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Safer Partnerships,"30,213.00",401801,11088
05/06/2017,ZZP273473,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Black Wheelie Bins,"11,392.50",400401,10864
05/06/2017,ZZP273474,1,11120,Manchester Histories,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Arts Development,"7,243.00",401801,11384
05/06/2017,ZZP273509,1,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"22,762.00",201205,C.10897
05/06/2017,ZZP273509,2,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"5,100.00",201205,C.10897
05/06/2017,ZZP273509,3,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"10,164.00",201205,C.10897
05/06/2017,ZZP273509,4,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"10,000.00",201205,C.10897
05/06/2017,ZZP273509,5,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"2,420.00",201205,C.10897
05/06/2017,ZZP273509,6,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"3,260.00",201205,C.10897
05/06/2017,ZZP273509,7,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"17,178.00",201205,C.10897
05/06/2017,ZZP273509,8,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,997,201205,C.10897
05/06/2017,ZZP273509,9,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"1,170.00",201205,C.10897
05/06/2017,ZZP273509,10,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,838,201205,C.10897
05/06/2017,ZZP273509,11,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"1,102.37",201205,C.10897
05/06/2017,ZZP273509,12,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"1,600.00",201205,C.10897
05/06/2017,ZZP273509,13,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"1,119.53",201205,C.10897
05/06/2017,ZZP273509,14,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"2,800.00",201205,C.10897
05/06/2017,ZZP273509,15,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"2,346.00",201205,C.10897
05/06/2017,ZZP273509,16,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,833,201205,C.10897
05/06/2017,ZZP273509,17,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"4,167.00",201205,C.10897
05/06/2017,ZZP273509,18,10966,National Car Parks Ltd,390000,"Works - Construction, Repair & Maintenance  ",Signage,Capital Expenditure,Bridgefield Development - General Costs,"4,392.85",201205,C.10897
07/06/2017,ZZP273574,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,I&C Infrastructure,"8,331.49",402001,11324
07/06/2017,ZZP273595,1,11126,The Light Cinemas Limited,190000,Facilities & Management Services  ,Fixtures and Fittings,Capital Expenditure,Bridgefield Development - General Costs,"3,520,000.00",201201,C.10897
07/06/2017,ZZP273601,1,10062,Dr David Bostwick,290000,Arts & Leisure Services  ,Professional Fees,Capital Expenditure,Bramall Hall Phase 2 – Interpretation Works,"6,000.00",401001,C.10899.002
07/06/2017,ZZP273607,1,8583,CrowdControlHQ,290000,Arts & Leisure Services  ,Publicity and Promotion,Corporate and Support Services,POD Communications,"11,628.00",401801,11323
07/06/2017,ZZP273609,1,5384,Pitney Bowes Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Investing in Growth,"132,586.80",402001,10091
08/06/2017,ZZP273628,1,5384,Pitney Bowes Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Policy-Transportation & Health,"132,586.80",402001,10091
09/06/2017,ZZP273697,1,3529,Solutions SK Ltd,391114,"Works - Construction, Repair & Maintenance Buildings Surveys",Capital Expenditure - Fees,Capital Expenditure,STCAP 606 Woodbank Park Cycle Path - Land,"6,570.24",200316,C.00945.204
09/06/2017,ZZP273699,1,2025,BT Plc,230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,STCAP 303 King St West (Gradwell Street to R. Mers,"7,292.12",202055,C.00983.202
09/06/2017,ZZP273700,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP 303 King St West (Gradwell Street to R. Mers,"5,225.00",401600,C.00983.201
09/06/2017,ZZP273701,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Capital Expenditure,5078 Astley St/Swaine St - TFGM Mersey Bridge - On,"13,100.75",401600,C.01121.203
09/06/2017,ZZP273707,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Services to Place,ECS-Buildings Team,"12,634.49",401600,11961
09/06/2017,ZZP273716,1,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,004 A6 Viaduct Waterproofing - On Site,"10,831.08",200304,C.01152.203
09/06/2017,ZZP273717,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,Flood Event 07/16 - Structures - Feasibility,"53,181.92",401600,C.01109.201
09/06/2017,ZZP273718,1,5915,Atkins Global,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"42,920.00",401007,11965
12/06/2017,ZZP273784,1,11109,Cleveland Land Services (Guisb,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"10,935.41",202032,11267
12/06/2017,ZZP273785,1,8010,GROUNDWORK & LEISURE SERVIC,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"18,748.00",202032,11267
13/06/2017,ZZP273787,1,3738,Open Text UKLtd,110000,Catering  ,Expenses and Allowances,Corporate and Support Services,IT Systems,"50,099.54",402202,12503
13/06/2017,ZZP273818,1,5384,Pitney Bowes Europe Software L,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Investing in Growth,"28,610.00",402001,10091
13/06/2017,ZZP273818,2,5384,Pitney Bowes Europe Software L,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Investing in Growth,"2,760.00",402001,10091
13/06/2017,ZZP273818,3,5384,Pitney Bowes Europe Software L,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Investing in Growth,"31,210.00",402001,10091
13/06/2017,ZZP273819,1,5464,ELECTRICITY NORTH WEST LIMITED,230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,STCAP 303 King St West (Gradwell Street to R. Mers,"30,968.66",202055,C.00983.202
13/06/2017,ZZP273820,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Capital Expenditure,Flood Event 07/16 - Greenspace - Construction,"175,815.08",401600,C.01107.203
13/06/2017,ZZP273821,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Network Assets Staff,"12,480.00",401007,11959
13/06/2017,ZZP273831,1,178,Trafford Council,999999,Fees and Charges,Fees and Charges,Corporate and Support Services,STaR Procurement,"436,947.00",402407,11136
14/06/2017,ZZP273894,1,3529,Solutions SK Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,Highway Drainage Investment Programme - On Site,"7,100.00",200304,C.01022.203
14/06/2017,ZZP273897,1,7831,Transport for Gtr M/CR (HFAS),230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,004 A6 Viaduct Waterproofing - On Site,"9,000.00",202054,C.01152.203
15/06/2017,ZZP273947,1,223,Groundwork Landscapes Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"9,128.72",202032,11267
15/06/2017,ZZP273948,1,223,Groundwork Landscapes Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"8,057.45",202032,11267
15/06/2017,ZZP273949,1,223,Groundwork Landscapes Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"9,069.91",202032,11267
19/06/2017,ZZP274045,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Capital Expenditure,1906 Mill Lane Cemetery Infrastructure Works 2017/,"14,267.10",401600,C.01163.203
19/06/2017,ZZP274046,1,8106,Tarmac Building Products Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,STCAPChestergte(RockRow-GtUnderbk)OnSit,"166,417.60",200304,C.00960.203
19/06/2017,ZZP274048,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP Market Street & Underbanks Paving - On Site,"30,073.47",401600,C.00950.203
19/06/2017,ZZP274120,1,2438,J Greenwood (Builders) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Bramall Hall Phase 2 – Capital Works,"57,336.00",200123,C.10899.001
19/06/2017,ZZP274124,1,7820,Greater Manchester Combined,230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,1012 A6MARR CMM - Marple - Feasibility,"5,050.00",202054,C.01018.201
20/06/2017,ZZP274174,1,5915,Atkins Global,150000,Consultancy   ,Professional Fees,Services to Place,ECS-Head of Engineering Consultancy Services,"15,840.00",401007,11965
20/06/2017,ZZP274176,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,Main Contractor DD - On Site,"12,219.00",401007,C.00880.203
21/06/2017,ZZP274211,1,3291,Leica Geosystems Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,004 A6 Viaduct Waterproofing - On Site,"33,823.33",401600,C.01152.203
21/06/2017,ZZP274249,1,9357,Cheshire East Council (Sandbac,150000,Consultancy   ,Professional Fees,Services to Place,Directorate,"40,000.00",401007,10106
