Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,"Description of Goods 
(Purpose of expenditure look up)","Service/Department 
(SAP Hierarchy Position)","Expense Area 
(cost centre desc)","Net Order Value Over £5000.00 
(line item value shown here)",GL Code,Cost Centre/WBS
2019-08-23,ZZH666573,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"6,412.50",200304,C.11423
2019-09-03,ZZH666916,1,1339,Stockport NHS Foundation Trust,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to People,Start Well Ops Staff,"7,992.00",401801,12880
2019-08-23,ZZH666591,1,423,Wigan MBC,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to People,PH-Health Promise,"66,585.00",100290,12833
2019-08-29,ZZH666753,1,7852,Cheshire East Council,230000,Highway Equipment & Materials    ,Highways Maintenance,Services to Place,Passages Rail & Marr,"38,817.58",202050,11998
2019-08-30,ZZH666812,1,8806,Manchester City Council Int,999999,Third party payments - Public Sector,Third party payments - Public Sector,Services to People,PH-GUM Services,"187,980.00",500303,12745
2019-08-27,ZZH666658,1,11525,New Local Government Network,200000,Financial Services  ,Fees and Charges,Corporate and Support Services,Corporate Policy,"12,600.00",402401,12642
2019-08-27,ZZH666652,1,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"131,491.13",402002,12503
2019-08-27,ZZH666652,2,544,Phoenix Software Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"480,167.41",402002,12503
2019-08-27,ZZH666663,1,178,Trafford Council,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Corporate and Support Services,Public Libraries Gen,"9,264.67",100290,11329
2019-08-27,ZZH666657,1,10499,Gravitas Recruitment Group Lim,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Corporate and Support Services,Business Intelligenc,"24,375.00",100290,11872
2019-08-27,ZZH666684,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,#N/A,#N/A,"56,268.93",401600,C.01291.203
2019-08-27,ZZH666669,1,10349,InterWorks Europe Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Business Intelligenc,"17,607.20",402001,11872
2019-08-28,ZZH666704,1,658,Disability Stockport,999999,Fees and Charges,Fees and Charges,Services to People,Modernisation,"30,000.00",401035,11876
2019-08-28,ZZH666719,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,POD Core Staffing,"5,311.20",402001,12590
2019-08-28,ZZH666719,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,POD Core Staffing,35,402001,12590
2019-08-28,ZZH666719,3,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,POD Core Staffing,35,402001,12590
2019-08-28,ZZH666719,4,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,POD Core Staffing,113.1,402001,12590
2019-08-28,ZZH666719,5,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,POD Core Staffing,825.1,402001,12590
2019-09-03,ZZH666923,1,12222,Storm Enviromental Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Bulk Container,"5,120.00",400401,10883
2019-09-02,ZZH666903,1,5214,WSP GROUP PLC,150000,Consultancy   ,Professional Fees,Services to Place,Highways-Network Man,"21,729.83",401020,11968
2019-08-29,ZZH666785,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,#N/A,#N/A,"24,813.20",401007,C.01289.201
2019-09-02,ZZH666904,1,1694,Network Rail Infras'ture Ltd,230000,Highway Equipment & Materials    ,Highways Maintenance,Services to Place,Passages Rail & Marr,"16,346.00",202050,11998
2019-09-02,ZZH666905,1,1694,Network Rail Infras'ture Ltd,230000,Highway Equipment & Materials    ,Highways Maintenance,Services to Place,Passages Rail & Marr,"17,982.00",202050,11998
2019-09-02,ZZH666856,1,6748,GEORGE COX & SONS LTD,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,Merseyway Shop Ctre,"60,314.98",200123,12866
2019-08-30,ZZH666831,1,3707,Salford City Council/Finance,150000,Consultancy   ,Professional Fees,Services to People,Development Fund,"7,947.00",401020,11057
2019-09-04,ZZH666993,1,1722,The Together Trust Centre,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,"36,478.02",401024,10372
2019-09-03,ZZH666941,1,780,J A Jones + Sons,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,Special Project 9,"1,764.00",400115,11275
2019-09-03,ZZH666941,2,780,J A Jones + Sons,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,Special Project 9,252,400115,11275
2019-09-03,ZZH666941,3,780,J A Jones + Sons,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,Special Project 9,"1,746.50",400115,11275
2019-09-03,ZZH666941,4,780,J A Jones + Sons,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,Special Project 9,"1,608.00",400115,11275
2019-09-03,ZZH666941,5,780,J A Jones + Sons,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,Services to Place,Special Project 9,980,400115,11275
2019-09-03,ZZH666940,1,780,J A Jones + Sons,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,"1,120.00",400115,C.01194.203
2019-09-03,ZZH666940,2,780,J A Jones + Sons,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,"1,100.00",400115,C.01194.203
2019-09-03,ZZH666940,3,780,J A Jones + Sons,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,"1,100.00",400115,C.01194.203
2019-09-03,ZZH666940,4,780,J A Jones + Sons,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,"1,100.00",400115,C.01194.203
2019-09-03,ZZH666940,5,780,J A Jones + Sons,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,"1,288.00",400115,C.01194.203
2019-09-03,ZZH666940,6,780,J A Jones + Sons,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,112,400115,C.01194.203
2019-09-03,ZZH666940,7,780,J A Jones + Sons,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,277.5,400115,C.01194.203
2019-09-03,ZZH666940,8,780,J A Jones + Sons,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,370,400115,C.01194.203
2019-09-04,ZZH667022,1,1799,Stockport Homes,150000,Consultancy   ,Professional Fees,Services to Place,Neighbourhood Enforc,"17,708.00",401020,10900
2019-09-04,ZZH666996,1,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Legal Services,"4,381.65",402001,11117
2019-09-04,ZZH666996,2,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Legal Services,31.5,402001,11117
2019-09-04,ZZH666996,3,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Legal Services,31.5,402001,11117
2019-09-04,ZZH666996,4,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Legal Services,101.79,402001,11117
2019-09-04,ZZH666996,5,2927,XMA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Legal Services,742.59,402001,11117
2019-09-03,ZZH666979,1,3707,Salford City Council/Finance,999999,Fees and Charges,Fees and Charges,Services to People,*PH-HIV Services,"33,596.00",401035,12746
2019-09-04,ZZH667005,1,7670,Wilds Of Oldham,130000,Cleaning & Janitorial  ,Cleaning,Corporate and Support Services,Town Hall Events,"5,000.00",201601,11375
2019-09-05,ZZH667053,1,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,Land Dev-Werneth Os,"10,524.00",202033,11280
2019-09-05,ZZH667044,1,12991,MENCAP PERSONAL SUPPORT,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Care Purchasing,"45,000.00",530332,11837
2019-09-05,ZZH667043,1,12991,MENCAP PERSONAL SUPPORT,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Care Purchasing,"12,000.00",530332,11837
2019-09-05,ZZH667042,1,12991,MENCAP PERSONAL SUPPORT,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Care Purchasing,"30,000.00",530332,11837
2019-09-05,ZZH667041,1,12991,MENCAP PERSONAL SUPPORT,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,LD Care Purchasing,"28,000.00",530332,11837
2019-09-03,ZZH666962,1,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,POD Core Staffing,"5,265.00",402001,12590
2019-09-03,ZZH666962,2,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,POD Core Staffing,45.5,402001,12590
2019-09-03,ZZH666962,3,35,CBC Computer Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,POD Core Staffing,64.35,402001,12590
2019-09-04,ZZH667020,1,13762,Caremark (Stockport),320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,DP - Respite,"7,215.00",530358,11513
2019-09-04,ZZH666994,1,12480,TS4TE Cooperative Ltd,390000,Supplies and services,Supplies and services,Services to People,PH-Health Protection,"18,000.00",401600,12739
2019-09-06,ZZH667154,1,1644,Tameside MBC,999999,Third party payments - Public Sector,Third party payments - Public Sector,Services to People,Safeguarding Adults,"60,437.00",500303,12424
2019-09-17,ZZH667671,1,5214,WSP GROUP PLC,150000,Consultancy   ,Professional Fees,Services to Place,Highways-Network Man,"44,027.75",401020,11968
2019-09-09,ZZH667171,1,6748,GEORGE COX & SONS LTD,370000,Utilities   ,Utilities,Services to Place,Land Dev-Werneth Os,"7,727.38",201004,11280
2019-09-10,ZZH667233,1,12991,MENCAP PERSONAL SUPPORT,320000,Social Community Care Supplies & Services  ,Care Payments,Services to People,T.O. Ph8 Mencap,"54,105.50",530332,12924
2019-09-05,ZZH667076,1,13308,"The Sport, Leisure and Culture",150000,Consultancy   ,Professional Fees,Services to Place,Sports Trust,"11,713.00",401007,11294
2019-09-17,ZZH667672,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"122,496.23",200304,C.01071.203
2019-09-05,ZZH667075,1,13428,GT 3 Architects Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Sports Trust,"27,600.00",401007,11294
2019-09-09,ZZH667185,1,9453,Gaist Solutions Ltd,150000,Consultancy   ,Professional Fees,#N/A,#N/A,"7,500.00",401007,C.00690.201
2019-09-10,ZZH667232,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Wheelie Bins,"9,628.50",400401,10864
2019-09-10,ZZH667232,2,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Wheelie Bins,"7,140.00",400401,10864
2019-09-10,ZZH667232,3,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Wheelie Bins,"4,386.34",400401,10864
2019-09-10,ZZH667232,4,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Wheelie Bins,"4,270.91",400401,10864
2019-09-06,ZZH667155,1,1799,Stockport Homes,999999,Social Community Care Supplies & Services  ,Service Contract Payments,Corporate and Support Services,Public Libraries Gen,"10,472.49",561704,11329
2019-09-10,ZZH667243,1,7522,The Design Concept,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,Public Libraries Gen,"1,395.00",200123,11329
2019-09-10,ZZH667243,2,7522,The Design Concept,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,Public Libraries Gen,"1,394.00",200123,11329
2019-09-10,ZZH667243,3,7522,The Design Concept,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,Public Libraries Gen,750,200123,11329
2019-09-10,ZZH667243,4,7522,The Design Concept,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,Public Libraries Gen,800,200123,11329
2019-09-10,ZZH667243,5,7522,The Design Concept,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,Public Libraries Gen,"3,255.00",200123,11329
2019-09-10,ZZH667243,6,7522,The Design Concept,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,Public Libraries Gen,"1,425.00",200123,11329
2019-09-10,ZZH667243,7,7522,The Design Concept,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,Public Libraries Gen,650,200123,11329
2019-09-10,ZZH667243,8,7522,The Design Concept,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,Public Libraries Gen,330,200123,11329
2019-09-10,ZZH667243,9,7522,The Design Concept,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,Public Libraries Gen,245,200123,11329
2019-09-10,ZZH667243,10,7522,The Design Concept,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,Public Libraries Gen,"2,835.00",200123,11329
2019-09-10,ZZH667243,11,7522,The Design Concept,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,Public Libraries Gen,"8,170.00",200123,11329
2019-09-10,ZZH667243,12,7522,The Design Concept,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,Public Libraries Gen,"1,800.00",200123,11329
2019-09-10,ZZH667243,13,7522,The Design Concept,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Corporate and Support Services,Public Libraries Gen,"3,200.00",200123,11329
2019-09-09,ZZH667196,1,10289,STOCKPORT SAMARITANS,320000,Social Community Care Supplies & Services  ,Third party payments - Private/Voluntary Sector,Services to People,PH-Mental Wellbeing,"10,000.00",500530,12734
2019-09-17,ZZH667676,1,4094,P R England and Sons Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"14,582.00",200304,C.01015.203
2019-09-11,ZZH667293,1,11715,CBRE,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Merseyway Shop Ctre,"3,000.00",401020,12866
2019-09-11,ZZH667293,2,11715,CBRE,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Merseyway Shop Ctre,"5,000.00",401020,12866
2019-09-11,ZZH667293,3,11715,CBRE,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Merseyway Shop Ctre,"9,000.00",401020,12866
2019-09-11,ZZH667293,4,11715,CBRE,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Merseyway Shop Ctre,"3,000.00",401020,12866
2019-09-11,ZZH667293,5,11715,CBRE,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Merseyway Shop Ctre,"15,000.00",401020,12866
2019-09-11,ZZH667351,1,3529,Totally Local Company Ltd,391114,"Works - Construction, Repair & Maintenance Buildings Surveys",Capital Expenditure - Fees,#N/A,#N/A,"7,208.82",200316,C.00992.202
2019-09-11,ZZH667311,1,178,Trafford Council,999999,Third party payments - Public Sector,Third party payments - Public Sector,Corporate and Support Services,U-Probation Serv-Gen,"9,855.56",500303,10966
2019-09-11,ZZH667312,1,4272,Civica UK Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Property Client Acct,"12,000.00",402010,12328
2019-09-11,ZZH667312,2,4272,Civica UK Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Property Client Acct,"2,400.00",402010,12328
2019-09-11,ZZH667312,3,4272,Civica UK Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Property Client Acct,"3,920.00",402010,12328
2019-09-11,ZZH667349,1,6748,GEORGE COX & SONS LTD,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"8,215.18",200304,C.01107.203
2019-09-12,ZZH667385,1,8241,Zellis,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,POD Core Staffing,"12,620.00",402001,12590
2019-09-18,ZZH667720,1,4272,Civica UK Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,U-Coroners Ct-Genera,"24,700.00",402001,10965
2019-09-13,ZZH667462,1,12978,Mills & Reeve LLP (office acco,280000,Legal Services  ,Legal Fees,Services to Place,Town Centre Devt Tea,"5,000.00",401016,10072
2019-09-17,ZZH667686,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"12,039.00",200304,C.01270.203
2019-09-17,ZZH667611,1,13116,Mazars LLP,201100,Financial Services Audit ,Professional Fees,Corporate and Support Services,U-Misc Fin-Corp Mang,"97,119.00",401003,10971
2019-09-18,ZZH667734,1,1342,UK Container Maintenance Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Wheelie Bins,"2,798.64",400401,10864
2019-09-18,ZZH667734,2,1342,UK Container Maintenance Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Wheelie Bins,"3,051.88",400401,10864
2019-09-17,ZZH667614,1,11021,The Laurus Trust (Cheadle Hulm,150000,Consultancy   ,Professional Fees,Services to People,T.Union facilities,"35,100.00",401020,10472
2019-09-17,ZZH667656,1,10786,Market Place Management Ltd,390000,Supplies and services,Supplies and services,Services to Place,Market General,"34,998.00",401600,10906
2019-09-17,ZZH667591,1,12237,"CGL (Change, Grow, Live)",310000,Healthcare  ,Third party payments - Public Sector,Services to People,PH-Drug & Alcohol,"7,000.00",500402,12731
2019-09-17,ZZH667589,1,13192,Noble Systems,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Contact Centre & FPH,"5,670.00",402001,11065
2019-09-17,ZZH667588,1,4272,Civica UK Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Bentax,"5,720.00",402010,11139
2019-09-16,ZZH667586,1,8607,Greater Manchester Chamber,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Employment Initiativ,"7,000.00",401801,12775
2019-09-17,ZZH667608,1,4105,QA Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Main,"7,447.00",402004,11073
2019-09-17,ZZH667600,1,3529,Totally Local Company Ltd,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Borough Festive Ligh,"31,160.81",401801,12654
2019-09-17,ZZH667601,1,3529,Totally Local Company Ltd,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Borough Festive Ligh,"58,579.09",401801,12654
2019-09-17,ZZH667605,1,1583,Tunstall Healthcare (UK) Ltd,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,"5,120.00",400105,C.10004.001
2019-09-17,ZZH667643,1,2821,Marple Hall School,150000,Consultancy   ,Professional Fees,Services to People,T.Union facilities,"10,400.00",401020,10472
2019-09-17,ZZH667629,1,6170,Greater Manchester TreeStation,210000,Furniture & Soft Furnishings  ,Furniture and Equipment,#N/A,#N/A,"10,000.00",400115,C.01261.201
2019-09-17,ZZH667630,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"9,526.00",200304,C.01261.201
2019-09-17,ZZH667628,1,13124,Social Finance Limited,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Business Intelligenc,"10,000.00",401007,11872
2019-09-19,ZZH667794,1,4190,Derbyshire County Council,170000,Education  ,Third party payments - Public Sector,Services to People,OLA pupils,"5,362.50",500304,10371
2019-09-24,ZZH668007,1,1722,The Together Trust Centre,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,"22,342.85",401024,10372
2019-09-30,ZZH668240,1,8759,VAISALA  LTD,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Services to Place,Gritting,"13,752.00",400110,12033
2019-09-24,ZZH668006,1,12188,ST JOHN VIANNEY,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN NMSS School Fees,"11,666.67",401024,12710
2019-09-24,ZZH668005,1,12188,ST JOHN VIANNEY,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN NMSS School Fees,"11,666.67",401024,12710
2019-09-24,ZZH668004,1,12188,ST JOHN VIANNEY,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN NMSS School Fees,"11,666.67",401024,12710
2019-09-24,ZZH668003,1,12188,ST JOHN VIANNEY,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN NMSS School Fees,"11,666.67",401024,12710
2019-09-23,ZZH667926,1,12008,HOME-START STOCKPORT,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to People,EPEC Programme,"6,750.00",401801,13037
2019-09-30,ZZH668242,1,757,Transport for Greater Manchest,390000,Supplies and services,Supplies and services,#N/A,#N/A,"20,125.00",401600,C.00718.203
2019-09-24,ZZH668020,1,216,Manchester City Council,290000,Arts & Leisure Services  ,Publicity and Promotion,Services to Place,Sports Trust,"20,000.00",401801,11294
2019-09-30,ZZH668248,1,5464,ELECTRICITY NORTH WEST LIMITED,390000,Supplies and services,Supplies and services,#N/A,#N/A,"120,794.78",401600,C.00880.203
2019-09-25,ZZH668055,1,13808,Progress to Excellence Group,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,"20,000.00",401024,10372
2019-09-25,ZZH668054,1,13808,Progress to Excellence Group,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,"20,000.00",401024,10372
2019-09-25,ZZH668053,1,13808,Progress to Excellence Group,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,"20,000.00",401024,10372
2019-09-25,ZZH668052,1,13808,Progress to Excellence Group,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,"20,000.00",401024,10372
2019-09-25,ZZH668051,1,13808,Progress to Excellence Group,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,"20,000.00",401024,10372
2019-09-25,ZZH668050,1,13808,Progress to Excellence Group,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,"20,000.00",401024,10372
2019-09-25,ZZH668049,1,13808,Progress to Excellence Group,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,"20,000.00",401024,10372
2019-09-25,ZZH668048,1,13808,Progress to Excellence Group,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,"20,000.00",401024,10372
2019-09-25,ZZH668047,1,13808,Progress to Excellence Group,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,"20,000.00",401024,10372
2019-09-25,ZZH668046,1,13808,Progress to Excellence Group,261500,Human Resources Training & Conferences ,Fees and Charges,Services to People,SEN Independent Sch,"20,000.00",401024,10372
2019-09-30,ZZH668249,1,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"18,838.04",200304,C.01219.203
2019-09-30,ZZH668249,2,82,Marwood Electrical Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,#N/A,#N/A,"11,915.82",200304,C.01219.203
2019-09-25,ZZH668070,1,845,Dotted Eyes Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Spatial Intelligence,"10,432.00",402010,11973
2019-09-25,ZZH668068,1,814,United Utilities/Diversiona,390000,Supplies and services,Supplies and services,#N/A,#N/A,"602,630.10",401600,C.00880.203
2019-09-27,ZZH668170,1,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,#N/A,#N/A,"5,420.00",202032,C.10775
2019-09-30,ZZH668251,1,757,Transport for Greater Manchest,150000,Consultancy   ,Professional Fees,#N/A,#N/A,"5,175.00",401007,C.01236.201
2019-09-26,ZZH668102,1,1104,Age UK Stockport,150000,Consultancy   ,Professional Fees,Services to People,PH-Physical Activity,"10,488.00",401020,12834
2019-09-30,ZZH668260,1,7670,Wilds Of Oldham,110000,Catering  ,Expenses and Allowances,Corporate and Support Services,Town Hall Events,"5,000.00",402202,11375
2019-09-27,ZZH668226,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,#N/A,#N/A,"68,381.10",401600,C.01292.203
2019-09-30,ZZH668300,1,628,Life Leisure,150000,Consultancy   ,Professional Fees,Services to People,PH-Local Pilot,"10,414.01",401020,13047
