Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name,Pro Class,Pro Class Description,"Description of Goods 
(Purpose of expenditure look up)","Service/Department 
(SAP Hierarchy Position)","Expense Area 
(cost centre desc)","Net Order Value Over £5000.00 
(line item value shown here)",GL Code,Cost Centre/WBS,,,,,,,,,,,
29/01/2018,ZZP284824,1,628,Life Leisure,320000,Social Community Care Supplies & Services  ,Third party payments - Private/Voluntary Sector,Services to Place,Sports Trust,"80,994.00",402403,11294,,,,,,,,,,,
29/01/2018,ZZP284841,1,5915,Atkins Global,150000,Consultancy   ,Professional Fees,Capital Expenditure,SEMMMS Prep Costs - On Site,"61,835.00",401007,C.00718.203,,,,,,,,,,,
29/01/2018,ZZP284845,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,ST048 GD3 Business Case - Merseyway Refurbishment,"39,769.10",401007,C.01179.201,,,,,,,,,,,
29/01/2018,ZZP284856,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,Principal Inspections - Feasibility,"38,661.00",401007,C.00717.201,,,,,,,,,,,
29/01/2018,ZZP284857,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,097 Cheadle Lane Culvert,"31,601.00",401007,C.01082.202,,,,,,,,,,,
29/01/2018,ZZP284858,1,446,Local Government Association,202100,Financial Services Subscriptions ,Third party payments - Public Sector,Corporate and Support Services,U-Misc Finance-Democratic Rep & ManGmt,"47,052.00",599904,10972,,,,,,,,,,,
30/01/2018,ZZP284877,1,7452,Big Button Media Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"6,000.00",402002,12503,,,,,,,,,,,
31/01/2018,ZZP284996,1,9026,HENRY,260000,Human Resources  ,Staff Training,Services to Place,Continuing Education Service,"6,250.00",102020,10511,,,,,,,,,,,
31/01/2018,ZZP285013,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Services to Place,Highway Structures - Routine and Reactive Maintena,"11,069.00",401600,11975,,,,,,,,,,,
31/01/2018,ZZP285013,2,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Services to Place,ECS-Buildings Team,"6,630.54",401600,11961,,,,,,,,,,,
02/02/2018,ZZP285086,1,216,Manchester City Council,999999,Fees and Charges,Fees and Charges,Corporate and Support Services,Electoral Registration,"9,700.00",402404,11102,,,,,,,,,,,
02/02/2018,ZZP285146,1,5214,WSP GROUP PLC,150000,Consultancy   ,Professional Fees,Capital Expenditure,1013C A6MARR C&M Bram. Gilbert Lane Measures - Fea,"16,990.56",401007,C.01112.201,,,,,,,,,,,
02/02/2018,ZZP285151,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP 402 Knightsbridge and Great Portwood St - On,"5,418.00",401600,C.00987.203,,,,,,,,,,,
02/02/2018,ZZP285153,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,1013C A6MARR C&M Bram. Gilbert Lane Measures - On,"29,733.60",200304,C.01112.203,,,,,,,,,,,
05/02/2018,ZZP285181,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,1012H A6MARR CMM - Marple - Middlewood Way - On Si,"70,000.00",200304,C.01135.203,,,,,,,,,,,
05/02/2018,ZZP285182,1,6803,Bibliotheca Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,Library Services Improvement & Resources,"20,308.00",400111,11328,,,,,,,,,,,
05/02/2018,ZZP285183,1,2973,CIPFA,171113,Education Library Books ,Library Equipment,Corporate and Support Services,Financial Accounting,"6,010.00",400202,12873,,,,,,,,,,,
05/02/2018,ZZP285185,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,1012H A6MARR CMM - Marple - Middlewood Way - On Si,"14,990.00",200304,C.01135.203,,,,,,,,,,,
05/02/2018,ZZP285203,1,7025,CBRE Limited,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Merseyway Shopping Centre,"15,000.00",401020,12866,,,,,,,,,,,
05/02/2018,ZZP285206,1,7025,CBRE Limited,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Bridgefield IE,"15,000.00",401020,12062,,,,,,,,,,,
06/02/2018,ZZP285300,1,7802,Craemer UK Ltd,182020,Environmental Services Waste Management,Waste Management Equipment,Services to Place,Black Wheelie Bins,"12,400.00",400401,10864,,,,,,,,,,,
06/02/2018,ZZP285317,1,6748,GEORGE COX & SONS LTD,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Services to Place,Closed Church Yards,"5,735.16",200123,12950,,,,,,,,,,,
06/02/2018,ZZP285327,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,1013C A6MARR C&M Bram. Gilbert Lane Measures - On,"217,113.65",200304,C.01112.203,,,,,,,,,,,
06/02/2018,ZZP285332,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP Woodbank Park Cycle Path - Feasibility,"8,172.83",401600,C.00945.201,,,,,,,,,,,
07/02/2018,ZZP285353,1,757,Transport for Greater Manchest,381600,Vehicle Management Hire/Leasing ,Leasing /Transport Hire,Services to Place,Shuttle Bus,"221,224.19",300302,12685,,,,,,,,,,,
07/02/2018,ZZP285417,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,5093 Greave Primary School S278 - On Site,"12,932.70",200304,C.01146.203,,,,,,,,,,,
08/02/2018,ZZP285441,1,2438,J Greenwood (Builders) Ltd,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Bramall Hall Phase 2 – Capital Works,"6,526.00",200123,C.10899.001,,,,,,,,,,,
09/02/2018,ZZP285506,1,12193,Greater Manchester Combined Au,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Carriageways - On Site,"10,000.00",200304,C.00710.203,,,,,,,,,,,
09/02/2018,ZZP285508,1,757,Transport for Greater Manchest,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Carriageways - On Site,"6,970.00",200304,C.00710.203,,,,,,,,,,,
12/02/2018,ZZP285590,1,10086,Weightmans LLP Office Account,320000,Social Community Care Supplies & Services  ,Care Payments,Corporate and Support Services,Legal Services,"10,806.93",530356,11117,,,,,,,,,,,
12/02/2018,ZZP285625,1,10855,Bloom Procurement Services,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Corporate Policy,"199,420.00",401007,12642,,,,,,,,,,,
13/02/2018,ZZP285642,1,6138,Equisys Timemaster Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Design & Improvement Team,"5,050.50",402001,11960,,,,,,,,,,,
13/02/2018,ZZP285654,1,1007,JCDecaux UK Ltd,190000,Facilities & Management Services  ,Publicity and Promotion,Corporate and Support Services,POD Printing,"6,000.00",401800,11064,,,,,,,,,,,
13/02/2018,ZZP285664,1,5835,Virgin Media Access Network Pl,230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,STCAP St Marys Way/Hall Street - On Site,"9,095.60",202055,C.00933.203,,,,,,,,,,,
13/02/2018,ZZP285667,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,5099 Bramall Park Car Parking - Feasibility,"5,309.00",401007,C.01164.201,,,,,,,,,,,
13/02/2018,ZZP285701,1,11715,CBRE,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Grand Central Investment Estate,"26,624.07",401020,12598,,,,,,,,,,,
13/02/2018,ZZP285702,1,11715,CBRE,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Grand Central Investment Estate,"12,609.66",401020,12598,,,,,,,,,,,
13/02/2018,ZZP285704,1,11715,CBRE,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Grand Central Investment Estate,"26,624.07",401020,12598,,,,,,,,,,,
13/02/2018,ZZP285709,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Capital Expenditure,5079 Brighton Rd S278 Scarborough - On Site,"336,135.03",401600,C.01114.203,,,,,,,,,,,
13/02/2018,ZZP285710,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Capital Expenditure,5079 Brighton Rd S278 Scarborough - On Site,"336,135.03",401600,C.01114.203,,,,,,,,,,,
14/02/2018,ZZP285740,1,6803,Bibliotheca Ltd,320000,Social Community Care Supplies & Services  ,Third party payments - Private/Voluntary Sector,Corporate and Support Services,DbD – Phase 2,"68,393.25",500604,12961,,,,,,,,,,,
14/02/2018,ZZP285740,2,6803,Bibliotheca Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,Public Libraries General,"31,392.04",400111,11329,,,,,,,,,,,
15/02/2018,ZZP285845,1,11715,CBRE,150000,Consultancy   ,Professional Fees,Corporate and Support Services,Grand Central Investment Estate,"8,424.07",401020,12598,,,,,,,,,,,
15/02/2018,ZZP285866,1,6803,Bibliotheca Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,Public Libraries General,"101,915.00",400110,11329,,,,,,,,,,,
15/02/2018,ZZP285866,2,6803,Bibliotheca Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,Public Libraries General,"23,970.00",400110,11329,,,,,,,,,,,
15/02/2018,ZZP285866,3,6803,Bibliotheca Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,Public Libraries General,"4,250.00",400110,11329,,,,,,,,,,,
15/02/2018,ZZP285866,4,6803,Bibliotheca Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,Public Libraries General,"6,114.90",400110,11329,,,,,,,,,,,
15/02/2018,ZZP285866,5,6803,Bibliotheca Ltd,181800,Environmental Services Technical Equipment ,Furniture and Equipment,Corporate and Support Services,Public Libraries General,"1,438.20",400110,11329,,,,,,,,,,,
15/02/2018,ZZP285878,1,895,Building Design Partnership,150000,Consultancy   ,Professional Fees,Services to Place,Town Centre Development Team,"5,000.00",401007,10072,,,,,,,,,,,
15/02/2018,ZZP285884,1,3763,IDOX Information Solutions,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Corporate and Support Services,IT Systems,"12,221.00",401017,12503,,,,,,,,,,,
16/02/2018,ZZP285912,1,423,Wigan MBC,390000,"Works - Construction, Repair & Maintenance  ",Fees and Charges,Corporate and Support Services,POD Core Staffing,"5,373.35",401017,12590,,,,,,,,,,,
16/02/2018,ZZP285947,1,814,United Utilities/Diversiona,230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,936 Astley Street Bridge - On Site,"20,268.10",202055,C.01149.203,,,,,,,,,,,
16/02/2018,ZZP285948,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,5083 Cheadle & Marple College S278 - On Site,"9,335.00",200304,C.01140.203,,,,,,,,,,,
16/02/2018,ZZP285952,1,5464,ELECTRICITY NORTH WEST LIMITED,230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,936 Astley Street Bridge - On Site,"15,706.40",202055,C.01149.203,,,,,,,,,,,
16/02/2018,ZZP285954,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,0255E CCAG2 - Brookfield Rd To CCAGT1 TPT Scheme -,"13,453.57",200304,C.01184.203,,,,,,,,,,,
19/02/2018,ZZP285974,1,10655,West March Systems Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,Continuing Education Service,"13,000.00",402010,10511,,,,,,,,,,,
19/02/2018,ZZP285979,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP 402 Knightsbridge and Great Portwood St - On,"30,382.97",401600,C.00987.203,,,,,,,,,,,
19/02/2018,ZZP285980,1,6255,Building Software Ltd,391200,"Works - Construction, Repair & Maintenance Engineering ",Professional Fees,Services to Place,Investing in Growth,"14,340.00",401032,10091,,,,,,,,,,,
20/02/2018,ZZP286033,1,628,Life Leisure,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Brinnington Sports Centre,"26,188.00",200123,C.10875,,,,,,,,,,,
23/02/2018,ZZP286201,1,8814,Agilisys Professional Services,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Systems,"10,740.00",402004,12503,,,,,,,,,,,
23/02/2018,ZZP286212,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"41,284.00",401007,11965,,,,,,,,,,,
23/02/2018,ZZP286215,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,5079 Brighton Rd S278 Scarborough - On Site,"6,030.00",401600,C.01114.203,,,,,,,,,,,
23/02/2018,ZZP286216,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP 303 King St West (Gradwell Street to R. Mers,"5,300.00",401600,C.00983.203,,,,,,,,,,,
23/02/2018,ZZP286219,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP 801 Travis Brow/ A6 Link and George’s Rd - O,"10,845.00",401600,C.00996.203,,,,,,,,,,,
27/02/2018,ZZP286340,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,STCAP Woodbank Park Cycle Path - Feasibility,"15,500.00",200304,C.00945.201,,,,,,,,,,,
27/02/2018,ZZP286341,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,STCAP Woodbank Park Cycle Path - Feasibility,"18,000.00",200304,C.00945.201,,,,,,,,,,,
27/02/2018,ZZP286392,1,12684,Looking Local,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Advice & Info Service,"21,600.00",402001,11337,,,,,,,,,,,
27/02/2018,ZZP286408,1,8249,Creative Concern Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Investing in Growth,"6,030.00",401007,10102,,,,,,,,,,,
28/02/2018,ZZP286467,1,3529,Totally Local Company Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP 402 Knightsbridge and Great Portwood St - On,"21,826.33",401600,C.00987.203,,,,,,,,,,,
28/02/2018,ZZP286473,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,STCAP 801 Travis Brow/ A6 Link and George’s Rd - D,"12,952.50",401007,C.00996.202,,,,,,,,,,,
01/03/2018,ZZP286516,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,Services to Place,Retail Planning appeals,"23,769.50",401007,12955,,,,,,,,,,,
01/03/2018,ZZP286517,1,3763,IDOX Information Solutions,270000,Information Communication Technology  ,Information and Communications Technology,Services to Place,PLANNING,"8,494.86",402001,12150,,,,,,,,,,,
01/03/2018,ZZP286523,1,6748,GEORGE COX & SONS LTD,390000,Supplies and services,Supplies and services,Capital Expenditure,STCAP 303 King St West (Gradwell Street to R. Mers,"43,930.72",401600,C.00983.203,,,,,,,,,,,
01/03/2018,ZZP286544,1,4272,Civica UK Ltd,390000,Supplies and services,Supplies and services,Corporate and Support Services,Bentax,"25,000.00",401600,11139,,,,,,,,,,,
02/03/2018,ZZP286549,1,10315,Grant Thornton UK LLP,201100,Financial Services Audit ,Professional Fees,Corporate and Support Services,U-Misc Finance-Corporate Management,"13,410.00",401003,10971,,,,,,,,,,,
02/03/2018,ZZP286577,1,9453,Gaist Solutions Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Carriageways - On Site,"17,150.00",200304,C.00710.203,,,,,,,,,,,
05/03/2018,ZZP286655,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,025 CLC Railway Bridge,"40,848.05",401600,C.01079.203,,,,,,,,,,,
05/03/2018,ZZP286658,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"27,360.00",401020,11965,,,,,,,,,,,
06/03/2018,ZZP286682,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Highway Structures - Routine and Reactive Maintena,"9,438.00",401007,11975,,,,,,,,,,,
07/03/2018,ZZP286778,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,004 A6 Viaduct Waterproofing - On Site,"62,527.59",401600,C.01152.203,,,,,,,,,,,
07/03/2018,ZZP286779,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,004 A6 Viaduct Waterproofing - On Site,"71,033.95",401600,C.01152.203,,,,,,,,,,,
08/03/2018,ZZP286838,1,1007,JCDecaux UK Ltd,190000,Facilities & Management Services  ,Publicity and Promotion,Corporate and Support Services,POD Printing,"6,469.50",401800,11064,,,,,,,,,,,
09/03/2018,ZZP286945,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Design Framework Staff,"22,080.00",401020,11965,,,,,,,,,,,
09/03/2018,ZZP286948,1,5835,Virgin Media Access Network Pl,230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,5078 Astley St/Swaine St - TFGM Mersey Bridge - On,"7,924.38",202055,C.01121.203,,,,,,,,,,,
12/03/2018,ZZP286984,1,6748,GEORGE COX & SONS LTD,391200,"Works - Construction, Repair & Maintenance Engineering ",Professional Fees,Services to Place,Parks General,"8,315.27",401032,11191,,,,,,,,,,,
12/03/2018,ZZP286992,1,628,Life Leisure,390000,"Works - Construction, Repair & Maintenance  ",Repairs and Maintenance,Capital Expenditure,Brinnington Sports Centre,"40,000.00",200123,C.10875,,,,,,,,,,,
12/03/2018,ZZP286993,1,628,Life Leisure,320000,Social Community Care Supplies & Services  ,Third party payments - Private/Voluntary Sector,Services to Place,Sports Trust,"40,000.00",402403,11294,,,,,,,,,,,
12/03/2018,ZZP287016,1,757,Transport for Greater Manchest,150000,Consultancy   ,Professional Fees,Services to Place,Investing in Growth,"41,700.00",401007,10091,,,,,,,,,,,
12/03/2018,ZZP287018,1,5214,WSP GROUP PLC,150000,Consultancy   ,Professional Fees,Capital Expenditure,Studies - Feasibility,"10,551.50",401007,C.00468.201,,,,,,,,,,,
12/03/2018,ZZP287021,1,683,AECOM Limited,150000,Consultancy   ,Professional Fees,Capital Expenditure,STCAP 801 Travis Brow/ A6 Link and George’s Rd - F,"8,771.40",401007,C.00996.201,,,,,,,,,,,
12/03/2018,ZZP287028,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,HIP Footways - On Site,"80,000.00",200304,C.00712.203,,,,,,,,,,,
13/03/2018,ZZP287095,1,12724,James Andrews Recruitment Solu,261400,Human Resources Temporary & Agency Staff ,Agency Staff,Services to Place,Premises Licensing,"9,387.70",100290,10915,,,,,,,,,,,
14/03/2018,ZZP287167,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,004 A6 Viaduct Waterproofing - On Site,"20,759.24",401600,C.01152.203,,,,,,,,,,,
14/03/2018,ZZP287181,1,4383,Act Now Training Ltd,260000,Human Resources  ,Staff Training,Corporate and Support Services,Info: F.of I. & Data Protection,"5,985.00",102020,11146,,,,,,,,,,,
15/03/2018,ZZP287196,1,4272,Civica UK Ltd,999999,UNCLASSIFIED  ,MISCLASSIFIED? CHECK BEFORE PUBLICATION,Corporate and Support Services,Contact Centre & FPH,"12,787.50",100100,11065,,,,,,,,,,,
15/03/2018,ZZP287253,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,5078 Astley St/Swaine St - TFGM Mersey Bridge - De,"31,337.55",401007,C.01121.202,,,,,,,,,,,
15/03/2018,ZZP287291,1,3529,Totally Local Company Ltd,240000,Horticultural  ,Grounds Maintenance,Services to Place,SPECIAL PROJECT 1,"34,000.00",202002,11267,,,,,,,,,,,
16/03/2018,ZZP287313,1,9641,Pinacl Solutions UK Limited,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Infrastructure,"9,503.90",402002,11324,,,,,,,,,,,
16/03/2018,ZZP287318,1,628,Life Leisure,999999,UNCLASSIFIED  ,Capital financing costs,Services to Place,U-Uncontrollable Sport Trust,"51,000.00",600202,12274,,,,,,,,,,,
16/03/2018,ZZP287342,1,9684,GM Business Support Ltd,320000,Social Community Care Supplies & Services  ,Third party payments - Private/Voluntary Sector,Services to Place,Economic Development,"70,000.00",402403,10103,,,,,,,,,,,
19/03/2018,ZZP287399,1,4272,Civica UK Ltd,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Library Services Improvement & Resources,"5,500.00",402001,11328,,,,,,,,,,,
19/03/2018,ZZP287411,1,5464,ELECTRICITY NORTH WEST LIMITED,230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,STCAP 502 M60 Junction 1 Improvements - On Site,"5,102.34",202055,C.00988.203,,,,,,,,,,,
19/03/2018,ZZP287412,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,004 A6 Viaduct Waterproofing - On Site,"7,607.68",401600,C.01152.203,,,,,,,,,,,
20/03/2018,ZZP287430,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,1011 A6MARR CMM - Stepping Hill - On Site,"74,548.07",200304,C.01017.203,,,,,,,,,,,
20/03/2018,ZZP287448,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,STCAP St Marys Way/Hall Street - Design,"9,953.10",401007,C.00933.202,,,,,,,,,,,
20/03/2018,ZZP287458,1,9016,GovDelivery,190000,Facilities & Management Services  ,Office Expenses,Corporate and Support Services,POD Communications,"25,440.00",400710,11323,,,,,,,,,,,
20/03/2018,ZZP287461,1,11126,The Light Cinemas Limited,190000,Facilities & Management Services  ,Fixtures and Fittings,Capital Expenditure,Bridgefield Development - General Costs,"30,000.00",201201,C.10897,,,,,,,,,,,
20/03/2018,ZZP287462,1,4272,Civica UK Ltd,999999,UNCLASSIFIED  ,MISCLASSIFIED? CHECK BEFORE PUBLICATION,Corporate and Support Services,Contact Centre & FPH,"12,825.00",100100,11065,,,,,,,,,,,
20/03/2018,ZZP287487,1,757,Transport for Greater Manchest,390000,Supplies and services,Supplies and services,Capital Expenditure,Main Contractor DD - On Site,"581,889.91",401600,C.00880.203,,,,,,,,,,,
20/03/2018,ZZP287491,1,8106,Tarmac Building Products Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,1012C A6MARR CMM - Marple-A6/St Thomas Crossing -,"41,905.71",401600,C.01128.203,,,,,,,,,,,
22/03/2018,ZZP287557,1,3763,IDOX Information Solutions,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Head of Service,"23,500.00",402001,11073,,,,,,,,,,,
22/03/2018,ZZP287557,2,3763,IDOX Information Solutions,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Head of Service,"5,976.00",402001,11073,,,,,,,,,,,
22/03/2018,ZZP287628,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Capital Expenditure,ST048 GD3 Business Case - Merseyway Refurbishment,"96,685.50",401007,C.01179.201,,,,,,,,,,,
22/03/2018,ZZP287629,1,2025,BT Plc (Openreach),230000,Highway Equipment & Materials    ,Highways Maintenance,Capital Expenditure,5078 Astley St/Swaine St - TFGM Mersey Bridge - On,"48,988.94",202055,C.01121.203,,,,,,,,,,,
23/03/2018,ZZP287644,1,9328,Modern Mindset Ltd,190000,Facilities & Management Services  ,Office Expenses,Corporate and Support Services,Members Services,"11,294.40",400710,11111,,,,,,,,,,,
23/03/2018,ZZP287655,1,11968,PITNEY BOWES LTD,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Head of Service,"5,976.00",402001,11073,,,,,,,,,,,
26/03/2018,ZZP287710,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Services to Place,Bridgefield Consultancy Budget,"5,006.61",200304,12640,,,,,,,,,,,
26/03/2018,ZZP287737,1,628,Life Leisure,320000,Social Community Care Supplies & Services  ,Third party payments - Private/Voluntary Sector,Services to Place,Sports Trust,"50,000.00",402403,11294,,,,,,,,,,,
26/03/2018,ZZP287784,1,10017,T Sumner Smith Limited,390000,Supplies and services,Supplies and services,Capital Expenditure,SEMMMS Prep Costs - On Site,"38,645.00",401600,C.00718.203,,,,,,,,,,,
26/03/2018,ZZP287785,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Network Assets Staff,"35,880.00",401007,11959,,,,,,,,,,,
26/03/2018,ZZP287786,1,6116,Atkins Limited,150000,Consultancy   ,Professional Fees,Services to Place,Network Assets Staff,"39,816.00",401007,11959,,,,,,,,,,,
26/03/2018,ZZP287787,1,3529,Totally Local Company Ltd,390000,"Works - Construction, Repair & Maintenance  ",Capital Expenditure - Works,Capital Expenditure,1012H A6MARR CMM - Marple - Middlewood Way - On Si,"11,000.00",200304,C.01135.203,,,,,,,,,,,
26/03/2018,ZZP287788,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Network Assets Staff,"28,800.00",401007,11959,,,,,,,,,,,
26/03/2018,ZZP287789,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Network Assets Staff,"19,240.00",401007,11959,,,,,,,,,,,
26/03/2018,ZZP287790,1,6967,Wilde Consultants Ltd,150000,Consultancy   ,Professional Fees,Services to Place,Network Assets Staff,"40,020.00",401007,11959,,,,,,,,,,,
27/03/2018,ZZP287839,1,3763,IDOX Information Solutions,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,IT Head of Service,"23,500.00",402001,11073,,,,,,,,,,,
28/03/2018,ZZP287883,1,11225,CBRE/M&G Common Receipts Accou,150000,Consultancy   ,Professional Fees,Services to Place,Regeneration & Development,"18,000.00",401007,10098,,,,,,,,,,,
28/03/2018,ZZP287896,1,10315,Grant Thornton UK LLP,270000,Information Communication Technology  ,Information and Communications Technology,Corporate and Support Services,Borough Treasurer,"10,000.00",402010,11141,,,,,,,,,,,
28/03/2018,ZZP287924,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,004 A6 Viaduct Waterproofing - On Site,"52,598.60",401600,C.01152.203,,,,,,,,,,,
28/03/2018,ZZP287925,1,8106,Tarmac Building Products Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,004 A6 Viaduct Waterproofing - On Site,"66,535.91",401600,C.01152.203,,,,,,,,,,,
28/03/2018,ZZP287926,1,865,Bethell Construction Ltd,390000,Supplies and services,Supplies and services,Capital Expenditure,004 A6 Viaduct Waterproofing - On Site,"73,689.32",401600,C.01152.203,,,,,,,,,,,
28/03/2018,ZZP287947,1,3529,Totally Local Company Ltd,190000,Facilities & Management Services  ,Publicity and Promotion,Services to Place,Operational Support,"30,000.00",401802,10924,,,,,,,,,,,
28/03/2018,ZZP287949,1,8817,AECOM Infrastructure & Environ,150000,Consultancy   ,Professional Fees,Capital Expenditure,ST048 GD3 Business Case - Merseyway Refurbishment,"10,108.40",401007,C.01179.201,,,,,,,,,,,
