supplier_name,account_name,service,total_value,Privilege,trade_cat
PARKWOOD LEISURE,MISC CHARGES,PROPERTY AND HIGHWAYS,7116.52,Entertainment,92000000
PHOENIX SOFTWARE LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,7242.23,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,6738.3,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,24448.3,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,66730,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE LICENSES,NEIGHBOURHOODS AND ENVIRONMENT,539798,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,5735,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,16181,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,28480.2,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE LICENSES,NEIGHBOURHOODS AND ENVIRONMENT,537759,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,79397.7,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,5378.84,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,6118.98,Data,48000000
PHOENIX SOFTWARE LIMITED,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT,80000,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,10049.5,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE,CUSTOMERS & CORPORATE SERVICES,37800,Data,72261000
PHOENIX SOFTWARE LIMITED,SOFTWARE LICENSES,CUSTOMERS & CORPORATE SERVICES,386974,Data,72261000
PHOENIX SOFTWARE LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,37800,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE LICENSES,NEIGHBOURHOODS AND ENVIRONMENT,64499.2,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE LICENSES,NEIGHBOURHOODS AND ENVIRONMENT,353766,Data,48000000
PHOENIX SOFTWARE LIMITED,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,8323.71,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,22152.1,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE LICENSES,NEIGHBOURHOODS AND ENVIRONMENT,351158,Data,48000000
PHOENIX SOFTWARE LIMITED,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,65124,Data,48000000
PLURALSIGHT,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,8700,Data,72260000
PLURALSIGHT,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,18357,Data,48517000
PORTAKABIN LIMITED,ROOM HIRE,RESOURCES,12508,Products,24955000
PORTAKABIN LIMITED,EQUIPMENT - GENERAL,RESOURCES,10678,Products,24955000
PORTAKABIN LIMITED,ROOM HIRE,RESOURCES,14310,Products,24955000
PORTAKABIN LIMITED,ROOM HIRE,RESOURCES,14310,Products,24955000
PORTAKABIN LIMITED,ROOM HIRE,RESOURCES,11851,Material,44211100
PREPAID FINANCIAL SERVICES,CONTRACTED SERVICES,LEARNING DIS & MENTAL HEALTH,7200,Insurance,66000000
PREPAID FINANCIAL SERVICES,CONTRACTED SERVICES,ADULT CARE LCO FUNCTIONS,7200,Insurance,66000000
PREPAID FINANCIAL SERVICES,CONTRACTED SERVICES,ADULT CARE LCO FUNCTIONS,6856,Data,30161000
PRICE WATERHOUSE COOPERS,LEGAL SERVICES EXTERNAL,ECONOMY DIRECTORATE,5000,Insurance,66000000
PRICE WATERHOUSE COOPERS,CONSULTANT FEES,FINANCE SERVICES,18000,Legal,79400000
PRICE WATERHOUSE COOPERS,PROVISIONS UTILISED IN YEAR,FINANCE SERVICES,5700,Legal,79400000
PRICE WATERHOUSE COOPERS,ADVICE/SUPPORT,FINANCE SERVICES,14000,Insurance,66000000
PRICE WATERHOUSE COOPERS,SERVICE LEVEL AGREEMENTS,BETTER CARE FUND POOLED BUDGET,63000,Insurance,66000000
PROFILE SECURITY SERVICES LIMITED,SECURITY,ECONOMY AND ENVIRONMENT,15100,Administration,75240000
PROFILE SECURITY SERVICES LIMITED,SECURITY,NEIGHBOURHOODS AND ENVIRONMENT,15000,Administration,75240000
PROFILE SECURITY SERVICES LIMITED,SECURITY,NEIGHBOURHOODS AND ENVIRONMENT,17310,Administration,75240000
PROFILE SECURITY SERVICES LIMITED,SECURITY,NEIGHBOURHOODS AND ENVIRONMENT,8968.58,Administration,75240000
PROFILE SECURITY SERVICES LIMITED,SECURITY,NEIGHBOURHOODS AND ENVIRONMENT,18000,Administration,75240000
PROFILE SECURITY SERVICES LIMITED,SECURITY,NEIGHBOURHOODS AND ENVIRONMENT,9187.45,Administration,75240000
PROFILE SECURITY SERVICES LIMITED,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT,9284.16,Administration,75240000
PROFILE SECURITY SERVICES LIMITED,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT,9396.14,Administration,75240000
PROFILE SECURITY SERVICES LIMITED,SECURITY,NEIGHBOURHOODS AND ENVIRONMENT,5426.4,Administration,75240000
PROTEC FIRE DETECTION PLC,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT,23607,Consumer Products,31625200
PROTEC FIRE DETECTION PLC,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS,23607,Consumer Products,31625200
PURE INNOVATIONS LIMITED,TRAVELLING GENERAL EXPENSES,EARLY HELP AND SCHOOLS,9332.5,Health,85000000
PURE INNOVATIONS LIMITED,TRAVELLING GENERAL EXPENSES,EARLY HELP AND SCHOOLS,9332.5,Health,85000000
PURE INNOVATIONS LIMITED,CONVEYANCE OF CHILDREN (NOT HOME - SCHOO,EARLY HELP AND SCHOOLS,9332.5,Education,80000000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,19000,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,15200,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,8360,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,17670,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,20900,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22800,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,7980,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,16150,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,17765,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,12920,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,11780,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22800,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,16720,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,18050,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,14440,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,14060,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,16720,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22325,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,21090,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,21280,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22800,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22800,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22800,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22800,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22800,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22800,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,13680,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,14060,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,18953,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,18854,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,18164,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,15200,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,15200,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,23180,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22800,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22800,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,18854,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,6250,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,5000,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,5000,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,7500,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,16000,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,9250,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,12000,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,12750,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,7000,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,8060,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22800,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22800,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,20948,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22800,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22800,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,24320,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22800,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,10000,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,7000,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,18000,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22500,Legal,79620000
REDACTED,TAXI HIRE,ECONOMY AND ENVIRONMENT,22000,Legal,79620000
REDACTED,ADOPTION PAYMENTS,CHILDREN’S SOCIAL CARE,40500,Legal,79620000
RESTORE PLC,DATA COLLECTION,NEIGHBOURHOODS AND ENVIRONMENT,5462.45,Transport,63121000
RESTORE PLC,DATA COLLECTION,NEIGHBOURHOODS AND ENVIRONMENT,25948,Legal,79000000
ROCHDALE BOROUGHWIDE HOUSING,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT,8900,Consumer Products,39141000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO THE NON VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT,22578,Consumer Products,39141000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,82123.8,Buildings,71000000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,145000,Buildings,71000000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,145000,Buildings,71000000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,145000,Buildings,71000000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,145000,Buildings,71000000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,145000,Buildings,71000000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,145000,Buildings,71000000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,145000,Buildings,71000000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,65000,Buildings,71000000
ROCHDALE BOROUGHWIDE HOUSING,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT,8900,Buildings,71000000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO THE NON VOLUNTARY SECTOR,NEIGHBOURHOODS AND ENVIRONMENT,28156.8,Legal,79510000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,404000,Legal,79510000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,1000000,Legal,79510000
ROCHDALE BOROUGHWIDE HOUSING,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT,18167.2,Legal,79510000
ROCHDALE BOROUGHWIDE HOUSING,MINOR BUILDING WORKS,PROPERTY AND HIGHWAYS,13455,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,150000,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,147000,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,140000,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,135000,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,133000,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,130000,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,125000,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,120000,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT,9083.6,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT,100000,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT,17239.3,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,120000,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,122500,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,127500,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,132500,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,137500,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,142500,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,147500,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,GRANTS TO OTHER BODIES,NEIGHBOURHOODS AND ENVIRONMENT,150000,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT,18044.5,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,CONTRACTS,NEIGHBOURHOODS AND ENVIRONMENT,100000,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT,10795.5,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT,9423.82,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,CONTRACTED SERVICES,NEIGHBOURHOODS AND ENVIRONMENT,7162.48,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,ACCOMMODATION,NEIGHBOURHOODS AND ENVIRONMENT,10000,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,MINOR BUILDING WORKS,NEIGHBOURHOODS AND ENVIRONMENT,7722,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,ACCOMMODATION,NEIGHBOURHOODS AND ENVIRONMENT,41651.1,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT,100000,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT,40000,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,CONTRACTS,NEIGHBOURHOODS AND ENVIRONMENT,100000,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,CONTRACTS,NEIGHBOURHOODS AND ENVIRONMENT,9882.42,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,BASIC WAGES,NEIGHBOURHOODS AND ENVIRONMENT,53181.4,Legal,79210000
ROCHDALE BOROUGHWIDE HOUSING,EXPENSES - GENERAL,LEARNING DIS & MENTAL HEALTH,5908.8,Legal,79210000
ROYAL MAIL GROUP PLC,POSTAGE,FINANCE SERVICES,25000,Data,30130000
ROYAL MAIL GROUP PLC,PRINTING & STATIONERY,RESOURCES,57486,Data,30130000
ROYAL MAIL GROUP PLC,PRINTING & STATIONERY,RESOURCES,5577.89,Data,30130000
ROYAL MAIL GROUP PLC,PRINTING & STATIONERY,RESOURCES,11682.3,Data,30130000
ROYAL MAIL GROUP PLC,POSTAGE,RESOURCES,10000,Data,30130000
ROYAL MAIL GROUP PLC,POSTAGE,CUSTOMERS & CORPORATE SERVICES,7439.74,Data,30130000
ROYAL MAIL GROUP PLC,POSTAGE,CUSTOMERS & CORPORATE SERVICES,5024.49,Data,30130000
ROYAL MAIL GROUP PLC,POSTAGE,FINANCE SERVICES,8654.71,Data,30130000
ROYAL MAIL GROUP PLC,POSTAGE,FINANCE SERVICES,11578.4,Data,30130000
ROYAL MENCAP SOCIETY,SUPPORTED LIVING,LEARNING DIS & MENTAL HEALTH,33436,Health,85000000
SAFENET DOMESTIC ABUSE SERVICE,PH OTHER CONTRACTS,PUBLIC HEALTH,17867.9,Health,85000000
SAFENET DOMESTIC ABUSE SERVICE,PH OTHER CONTRACTS,PUBLIC HEALTH,17867.9,Health,85000000
SAFENET DOMESTIC ABUSE SERVICE,PH OTHER CONTRACTS,PUBLIC HEALTH,17867.9,Health,85000000
SAFENET DOMESTIC ABUSE SERVICE,PH OTHER CONTRACTS,PUBLIC HEALTH,17867.9,Health,85000000
SAFENET DOMESTIC ABUSE SERVICE,PH OTHER CONTRACTS,PUBLIC HEALTH,17867.9,Health,85000000
SAFENET DOMESTIC ABUSE SERVICE,PH OTHER CONTRACTS,PUBLIC HEALTH,17867.9,Health,85000000
SAFENET DOMESTIC ABUSE SERVICE,PH OTHER CONTRACTS,PUBLIC HEALTH,17867.9,Health,85000000
SAFENET DOMESTIC ABUSE SERVICE,PH OTHER CONTRACTS,PUBLIC HEALTH,17867.9,Health,85000000
SAFENET DOMESTIC ABUSE SERVICE,PH OTHER CONTRACTS,PUBLIC HEALTH,17867.9,Health,85000000
SAFENET DOMESTIC ABUSE SERVICE,PH OTHER CONTRACTS,PUBLIC HEALTH,17133.1,Health,85000000
SAFENET DOMESTIC ABUSE SERVICE,PH OTHER CONTRACTS,PUBLIC HEALTH,17133.1,Health,85000000
SAFENET DOMESTIC ABUSE SERVICE,PH OTHER CONTRACTS,PUBLIC HEALTH,15663.5,Health,85000000
SAFENET DOMESTIC ABUSE SERVICE,PH OTHER CONTRACTS,PUBLIC HEALTH,17133.1,Health,85000000
SAFENET DOMESTIC ABUSE SERVICE,PH OTHER CONTRACTS,PUBLIC HEALTH,17133.1,Health,85000000
SAFENET DOMESTIC ABUSE SERVICE,PH OTHER CONTRACTS,PUBLIC HEALTH,17133.1,Health,85000000
SAFENET DOMESTIC ABUSE SERVICE,PH OTHER CONTRACTS,PUBLIC HEALTH,17133.1,Health,85000000
SCARAB SWEEPERS LIMITED,VEHICLE MAINTENANCE,NEIGHBOURHOODS AND ENVIRONMENT,5610,Transport,34114000
SCHNEIDER ELECTRIC LIMITED,PROPERTY - WORKS ELEMENT,NEIGHBOURHOODS AND ENVIRONMENT,16176,Material,42961100
SCHNEIDER ELECTRIC LIMITED,SPECIFIED MAINTENANCE,NEIGHBOURHOODS AND ENVIRONMENT,16500,State,35121000
SCHNEIDER ELECTRIC LIMITED,REPAIRS & ALTS OF BUILDINGS,NEIGHBOURHOODS AND ENVIRONMENT,8279.99,State,35121000
SECURITY PLUS LIMITED,SECURITY,LEARNING DIS & MENTAL HEALTH,8000,Material,44421790
SECURITY PLUS LIMITED,TRANSACTIONS-EXPENDITURE,EARLY HELP AND SCHOOLS,28451,Material,44421790
SECURITY PLUS LIMITED,TRANSACTIONS-EXPENDITURE,EARLY HELP AND SCHOOLS,5336,Material,44421790
SECURITY PLUS LIMITED,SECURITY,NEIGHBOURHOODS AND ENVIRONMENT,8000,Material,44421790
SECURITY PLUS LIMITED,TRANSACTIONS-EXPENDITURE,EARLY HELP AND SCHOOLS,28255.4,Material,44421790
SECURITY PLUS LIMITED,TRANSACTIONS-EXPENDITURE,EARLY HELP AND SCHOOLS,28232,Material,44421790
SECURITY PLUS LIMITED,SECURITY,NEIGHBOURHOODS AND ENVIRONMENT,8000,Material,44421790
SECURITY PLUS LIMITED,TRANSACTIONS-EXPENDITURE,EARLY HELP AND SCHOOLS,29590,Legal,79710000
SECURITY PLUS LIMITED,TRANSACTIONS-EXPENDITURE,EARLY HELP AND SCHOOLS,27740.8,Legal,79710000
SIGNIS LIMITED,FEES / COMMISSION,CHILDREN’S SOCIAL CARE,8600,Data,48200000
SIGNIS LIMITED,CONTRACTS,CHILDREN’S SOCIAL CARE,8600,Data,48000000
SPECIALIST COMPUTER CENTRES PLC,PURCHASE OF ICT SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,13363.7,Media,32430000
SPECIALIST COMPUTER CENTRES PLC,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,23289.3,Media,32430000
SPECIALIST COMPUTER CENTRES PLC,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,37463.1,Media,32430000
SPECIALIST COMPUTER CENTRES PLC,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,40000,Media,32430000
SPECIALIST COMPUTER CENTRES PLC,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,38458.4,Data,72000000
SPECIALIST COMPUTER CENTRES PLC,EQUIPMENT - GENERAL,NEIGHBOURHOODS AND ENVIRONMENT,5657.76,Data,72000000
SPECIALIST COMPUTER CENTRES PLC,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,451074,Data,72000000
SPECIALIST COMPUTER CENTRES PLC,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT,84907.2,Data,72000000
SPECIALIST COMPUTER CENTRES PLC,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,23983.8,Data,72000000
SPECIALIST COMPUTER CENTRES PLC,PURCHASE OF ICT HARDWARE,CUSTOMERS & CORPORATE SERVICES,46670,Data,48000000
SPECIALIST COMPUTER CENTRES PLC,SOFTWARE,CUSTOMERS & CORPORATE SERVICES,5481.85,Data,48000000
SPECIALIST COMPUTER CENTRES PLC,IT EQUIPMENT,CUSTOMERS & CORPORATE SERVICES,46550.1,Data,48000000
SPECIALIST COMPUTER CENTRES PLC,IT EQUIPMENT,CUSTOMERS & CORPORATE SERVICES,12898.6,Data,48000000
SPECIALIST COMPUTER CENTRES PLC,PURCHASE OF ICT HARDWARE,CUSTOMERS & CORPORATE SERVICES,26904.9,Data,48000000
SPECIALIST COMPUTER CENTRES PLC,IT EQUIPMENT,PROPERTY AND HIGHWAYS,22315.1,Data,48000000
SPECIALIST COMPUTER CENTRES PLC,PURCHASE OF ICT HARDWARE,CUSTOMERS & CORPORATE SERVICES,5599.36,Data,48000000
SPECIALIST COMPUTER CENTRES PLC,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,27899.1,Data,48000000
SPECIALIST COMPUTER CENTRES PLC,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,77608.5,Data,48000000
SPECIALIST COMPUTER CENTRES PLC,PURCHASE OF ICT HARDWARE,NEIGHBOURHOODS AND ENVIRONMENT,41391.2,Data,48000000
SPECIALIST COMPUTER CENTRES PLC,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,33988.3,Media,32430000
SPECIALIST COMPUTER CENTRES PLC,SOFTWARE,NEIGHBOURHOODS AND ENVIRONMENT,14755.3,Data,30200000
SPECIALIST COMPUTER CENTRES PLC,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT,7346.01,Media,32430000
SPECIALIST COMPUTER CENTRES PLC,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT,17205.6,Media,32430000
SPECIALIST COMPUTER CENTRES PLC,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT,21854.9,Media,32430000
SPECIALIST COMPUTER CENTRES PLC,ACTIVITIES,NEIGHBOURHOODS AND ENVIRONMENT,14731.1,Media,32430000
SPORT WORKS,ACTIVITIES,EARLY HELP AND SCHOOLS,10385.2,Education,80000000
SPORT WORKS,ACTIVITIES,EARLY HELP AND SCHOOLS,10385.2,Education,80000000
SPORT WORKS,ACTIVITIES,EARLY HELP AND SCHOOLS,10385.2,Education,80000000
SPORT WORKS,ACTIVITIES,EARLY HELP AND SCHOOLS,8654.34,Education,80000000
